CDC;Nome;Peso;Grade
00434105744;CEL REG FORTALEZA;165;135
00434105764;AG DIGITAL RIO 3;66;135
00434105794;PRES PRUDENTE AV BRASIL;66;135
00434105862;GER HOMOLOGACAO E CONTRATOS;297;135
00434105880;SUP SOURCING;132;135
00434105883;PLAT 5883 CONC GRANDE SP;165;135
00434105939;UNID COMPE DEV EXP;99;135
00434105943;AG DIGITAL IU BARRA FUNDA 29;363;135
00434105951;AG DIGITAL PERS PAULISTA 1;66;135
00434106035;GSO ZONA DA MATA MG;33;135
00434106049;UNID OPER CALL CENTER PF CAT;3135;135
00434106064;GSO PORTO ALEGRE NORTE;33;135
00434106072;CENTRALIZADOR AG LARANJA;33;135
00434106131;RESENDE-CASTELO BRAN;33;135
00434106132;DIR RIS CRED MODELAGEM;3828;135
00434106182;PETROPOLIS-ITAIPAVA;33;135
00434106229;PLAT 6229 PESADOS CURITIBA;33;135
00434106236;PLAT 6236 LEVES JUNDIAI;33;135
00434106306;UNID ATEND 30H 1;1848;135
00434106310;PLAT 6310 PESADOS CAMPINAS;66;135
00434106357;SUP PRODUTOS;726;135
00434106369;SP AVENIDA IPIRANGA;33;135
00434106394;GER CONTR FINANC ESTUDOS PREVI;33;135
00434106440;GER JUR SOCIET GOV CORP;99;135
00434106478;PLAT 6478 PESADOS BH RJ;66;135
00434106479;PLAT 6479 PESADOS R JANEIRO;66;135
00434106502;SP EMILIO CARLOS;33;135
00434106523;PLAT 6523 CONC BLUM FLORIPA;99;135
00434106556;ANAPOLIS-B JUNDIAI;33;135
00434106694;UNID PRC CONT ISS;429;135
00434106717;DIR SOLUCOES MERC CAPITAIS;792;135
00434106732;SUP ATENDIMENTO ITCV;99;135
00434106817;UNID SERVS CAMBIO SALVADOR 129;198;135
00434106858;AG ESPEC VAL MOBIL B HORIZONTE;66;135
00434106860;AG ESPEC VAL MOBIL SALVADOR;99;135
00434106909;RIO NOVA SILVA RABEL;33;135
00434106929;UNID OPER LEASING;1122;135
00434106956;SP PB CA BRIGADEIRO;264;135
00434107008;PERSON BLUMENAU;165;135
00434107119;SP VILA BERTIOGA;330;135
00434107239;ICARA PB PREF MUN ICARA;33;135
00434107273;CHAPTER PRODUTOS 2;429;135
00434107334;PLAT 7334 CONS SUL CO SUDSTE;33;135
00434107342;PLAT PVT ULTRA SP W2;33;135
00434107350;PLAT 7350 NORDESTE II;33;135
00434107353;PLAT 7353 PESADOS RECIFE;99;135
00434107355;PLAT 7355 LEVES CAMPINAS 2;33;135
00434107361;PLAT 7361 CONC MG;66;135
00434107443;CONTAGEM R MANTIQUEI;66;135
00434107487;BLUMENAU-VELHA;99;135
00434107518;CARTONISTAS 29;231;135
00434107583;BARRO ALTO PB ANGLO;33;135
00434107607;GER GEST CONT E PERD OP CRED;297;135
00434107619;UNID GESTAO FORNEC NUMERARIO;3135;135
00434107634;PLAT 7634 CONSORCIO M GERAIS;33;135
00434107679;CEMIG SAO GABRIEL;33;135
00434107697;PLAT 7697 MOTOS R JANEIRO;33;135
00434107745;GER OPER CAI ELETRONICO;363;135
00434107779;SP AV SUMARE;495;135
00434107808;PLAT 7808 MOTOS RECIFE;33;135
00434107850;GER OPER ATIVOS EST DIGITAIS;2145;135
00434107903;PLAT PVT HIGH SP 3.2.;99;135
00434107937;AREA CORPORATIVA ITAUSA;165;135
00434107972;PLAT 7972 REVENDA SALVADOR;66;135
00434108013;CAMPINAS PB MABE ELETRO;33;135
00434108136;SP NOVA VILA ZELINA;33;135
00434108240;RIO PB ALMIRANTE BARROSO;33;135
00434108252;SP CONJUNTO NACIONAL;99;135
00434108398;GER OP CORRETORAS;198;135
00434108643;GER SUPORTE A PAGAMENTOS;3597;135
00434108727;ASS CONTAB CAMBIO - SP;165;135
00434108796;VITORIA N S PENHA;33;135
00434108844;GER ASSESSORIA INVEST AGD 31;33;135
00434108853;RIO AVENIDA CENTRAL;33;135
00434108957;CEL REG RECIFE;132;135
00434108960;SP EUSEBIO MATOSO;99;135
00434109157;PERSONNALITE PANAMBY;33;135
00434109622;SUP REG PERSONNALITE 16;33;135
00434109712;GER PROC SERVS CRED CONSUMIDOR;132;135
00434109822;GER ATEND 30H PERSONNALITE;627;135
00434109913;GERENCIA DE CONTROLE DE ISS;297;135
00434109927;COORD DE INFORMACOES E ESTUDOS;66;135
00434109928;UNID ATEND PERSONNALITE;66;135
00434109944;UNID ATIVOS PERSONNALITE 30H;264;135
00434109945;UNID GAC SAC SPECIAL CARE;33;135
00434109946;CEL QUALIDADE PERSONNALITE;33;135
00434110009;0009 CAMPINAS SP;33;135
00434110057;0057 SP CENTRAL;198;135
00434110148;0148 UBERLANDIA MG;396;135
00434110173;0173 SP RUA DAS PALMEIRAS;33;135
00434110262;0262 SP AV PAULISTA;33;135
00434110263;0263 S B C RUDGE RAMOS SP;330;135
00434110366;0366 FORTALEZA CE;297;135
00434110548;0548 CURITIBA PR;264;135
00434110725;0725 SP XV DE NOVEMBRO;165;135
00434110764;0764 SP ARTHUR ALVIM;33;135
00434111000;1000 S PAULO EST CONCEICAO;99;135
00434111001;1001 SP PB CENTRO EMPRESARIAL;99;135
00434111247;1247 RECIFE-PARQUE AMORIM;66;135
00434111576;1576 SALVADOR - MERC D.OURO;264;135
00434112040;2040 AGOP C INSTITUC;33;135
00434112646;2646 SP PB DURATEX SEDE;33;135
00434112709;2709 BRASILIA MINIST JUSTICA;33;135
00434112711;2711 CAMPINAS STA CANDIDA;198;135
00434112814;2814 CATALAO PB ULTRAFERTIL;33;135
00434112861;UNID OP JURIDICA ESPECIALIZADA;165;135
00434113026;3026 CENT AT PJ RECIFE;99;135
00434113110;3110 JANAUBA MG;66;135
00434113113;3113 TIMOTEO MG;33;135
00434113115;3115 P ALEGRE SHOP IGUATEMI;66;135
00434113119;3119 BOM DESPACHO MG;66;135
00434113120;3120 CONTAGEM CEASA;33;135
00434113163;3163 JUIZ DE FORA METROPOLITA;66;135
00434113165;3165 JUIZ DE FORA CENTRO;132;135
00434113179;3179 BH ABRAHAO CARAM;33;135
00434113181;3181 PATOS MINAS CENTRO;99;135
00434113183;3183 BELEM AV PRES VARGAS;33;135
00434113186;3186 AV ADOLFO PINHEIRO;33;135
00434113187;3187 ENTRE RIOS DE MINAS MG;66;135
00434113193;3193 LAGOA SANTA MG;924;135
00434113202;3202 SAO GONCALO PARA MG;66;135
00434113242;3242 SP JARDIM PAULISTANO;66;135
00434113740;3740 PERSONNALITE CENTRO;165;135
00434114094;4094 PERSONNALITE R PQ AMORIM;33;135
00434114111;4111 PB F BELTRAO P MUN 1437;66;135
00434114301;4301 GOIAS GO;33;135
00434114309;4309 GOIANIA SUL;99;135
00434114703;4703 CENT AT PJ ITU SP;33;135
00434118252;8252 SP CONJUNTO NACIONAL;132;135
00434118513;8513 SOROCABA AV GAL CARNEIRO;33;135
00434118905;8905 RIO AV PRES WILSON;33;135
00434118906;8906 MARICA RUA DOMICIO GAMA;66;135
00434118911;8911 MARINGA STA CASA;33;135
00434118938;8938 NITEROI PB UFF;99;135
00434118960;8960 SP EUSEBIO MATOSO;99;135
00434121267;CURITIBA PR;33;135
00434122861;LICEU DE ARTES E OFICIOS DE SA;66;135
00434124737;AP SHELL PCA WALTER SANTOS;132;135
00434126583;INDAIATUBA/AV. PRESID.VARGAS;66;135
00434130131;COORD GESTAO DEMANDAS;33;135
00434130134;UNID BUREAU DIGITAL;99;135
00434130136;GER OUVIDORIA;495;135
00434130145;COORD GOV OPERACIONAL;363;135
00434130152;DIR CREDITO EMPRESAS;1914;135
00434130170;9364 AGOP E4 ARACAJU PR 13 JUL;33;135
00434130311;UNID CONTR FIN SEG CREDITO;231;135
00434130314;UNID PAGTS OPER SEG CREDITO;825;135
00434130316;GER PORTFOLIO SPECIALISTS;33;135
00434130319;GER CANAIS CRITICOS;2706;135
00434130320;GER PREV E TRAT ESPECIAL ACC;33;135
00434130322;UNID OPER PREV A FRAUDE ACC;330;135
00434130324;UNID REGUL FRAUDE E DETEC ACC;33;135
00434130328;GER OPER MONITORAM CARTOES;1782;135
00434130330;COORD INTERCAMBIO CHIP ACC;33;135
00434130335;COORD ACOES CIV CONT FRAUD CAR;66;135
00434130336;UNID BO ODC CARTOES FRAUDE;33;135
00434130483;UNID RECEPCAO E BLOQUEIOS;495;135
00434130486;PLATAFORMA DIGITAL;165;135
00434130506;GER CASH MIDDLE 5;33;135
00434130510;COORD PAG E RECEB SP N BU;33;135
00434130525;COORD PAG E RECEB SP L TB;33;135
00434130706;GER DADOS & ANALYTICS LATAM;99;135
00434130707;GERENCIA FRANQUIAS LATAM;165;135
00434130711;GER CX E PROD DIGITAIS LATAM;198;135
00434130723;UNID SUPORTE OPER IMOVEIS;33;135
00434130725;UNID CRED IMOB CONV IA IU 2;33;135
00434130726;UNID SUPORTE AGS OPER VAREJO;198;135
00434130745;PLAT ITAU EMP TOP 3833 CURITIB;825;135
00434130749;GER TRATAMENTO NAO PADRONIZADO;132;135
00434130750;UNID PLANEJAMENTO DOP;330;135
00434130753;SUP SEGURANCA DE AGENCIAS;2442;135
00434130765;APJ 6650 PIRACICABA-J PAULISTA;33;135
00434130781;APJ 6933 P ALEGRE BOM JESUS;33;135
00434131017;APJ 7944 SANTANA AP;33;135
00434131057;UNID PROC TESOURARIA PROJ;132;135
00434131058;GER PROJ DMT RISCOS;33;135
00434131064;RELACIONAMENTO SDC PORTO ALEGR;33;135
00434131066;GER INCENTIVOS MENSAL;363;135
00434131071;GER GESTAO DE ENCERRAMENTOS;858;135
00434131074;GER JUR CIVEL MASS RESIDENTES;33;135
00434131078;SUP PAB;132;135
00434131080;GER PATROC ESPORTIVOS;66;135
00434131081;UNID DE CONHEC METODOLOGIA;33;135
00434131084;UNID PLANEJAMENTO PERFORMANCE;297;135
00434131086;UNID DE REPORTE A COLEGIADOS;264;135
00434131089;GER CORBAN;264;135
00434131090;GSO MEIOS DE PAGAMENTOS 2;99;135
00434131095;GER OPERACOES CONSIG ITAU;33;135
00434131097;CEL ATENDIMENTO PJ VAREJO;363;135
00434131138;UNID SUPRIMENTOS;462;135
00434131142;UNID PROJETOS E OBRAS II;66;135
00434131144;SUP ENGENHARIA E FERRAMENTAS;792;135
00434131145;GER PLANEJ REDE AGENCIAS;66;135
00434131146;GER CAPACITACAO E COMUNICACAO;33;135
00434131148;COORD PRODUTOS DE SATISFACAO;33;135
00434131149;COORD COMUNICACAO;198;135
00434131150;COORD METODO ESTUDOS;33;135
00434131157;UNID CONTR POS MEA II;429;135
00434131158;UNID CONTR POS MEA I;33;135
00434131160;UNID REM PARC LOYALTY;165;135
00434131163;UNID CONTR LIQUID CONTAS A E B;231;135
00434131166;UNID CONTROLE LIQ BCO NACIONAL;99;135
00434131168;UNID ACORDOS;132;135
00434131169;GER CONTR GARANTIAS JUDICIAIS;1914;135
00434131171;SUP POL COBR E MESA ACORDO PJ;330;135
00434131182;UNID CONTROLE RISCO OPER COBR;363;135
00434131183;UNID GESTAO RESULT BPF IMOB;297;135
00434131184;UNID GESTAO RAROC E MIS CRED;33;135
00434131185;UNID PORTFOLIO COB BPF;33;135
00434131190;GER PRECOS E PORTFOLIO;132;135
00434131191;UNID MESA RENEGOC PERSONNALITE;132;135
00434131193;UNID ESTRATEGIA CANAL COML;165;135
00434131196;UNID OUVIDORIA II;132;135
00434131197;UNID MELHORIAS E MONITORAMENTO;198;135
00434131198;COORD TRATAMENTO DE RCS;231;135
00434131199;COORD ATEND RFX TRIAGEM;330;135
00434131200;UNID RISCOS FORNECEDOR E DPCA;363;135
00434131242;GER REG AGENCIAS-REG 41-POANOR;33;135
00434131243;GER REG AGENCIAS-REG 41-SERRRS;132;135
00434131264;SUP CLIENTES;924;135
00434131269;UNID ENG DE DADOS E SOLUCOES;66;135
00434131273;UNID MONITORAMENTO EMP 4;33;135
00434131283;UNID SUITABILITY E CONDUTA;231;135
00434131286;UNID ORIGINACAO IMOVEIS;66;135
00434131287;GER DE PROJETOS AP;627;135
00434131289;SUPERVISAO CANAIS CRITICOS 2;99;135
00434131290;COORD DE TERCEIROS;33;135
00434131296;RECUPERACAO PARCEIROS VAREJO;66;135
00434131297;UNID COBR BPF PERSON IC IPVA;33;135
00434131298;UNID PLANEJAMENTO ESTRATEGICO;33;135
00434131299;UNID COB OPER PROD GARANTIA;198;135
00434131304;GER SOLUC PREVENCAO A FRAUDES;363;135
00434131306;CAIXAS ELETRONICOS ITAUBANCO;132;135
00434131882;COMUNIDADE CONSORCIO;330;135
00434131896;COORD EVOLUCAO DE NEGOCIOS;132;135
00434131904;COORD OFERTA INTEGRADA;33;135
00434131906;COOR ENGEN CONS/DIGITAL E PAGA;231;135
00434131907;COORD PROJ ITAU BMG CONSIGNADO;99;135
00434131915;GER SOL BANCO DE DADOS;858;135
00434131916;GER RECURSOS E SOLUC DE MICRO;528;135
00434131919;SUP SOLUCOES INFRA DIGITAL;33;135
00434131922;GER DE INTEGRACAO DE TI;3102;135
00434131927;SUP ENG DE PROJ DE INFRA DE TI;99;135
00434131930;GER SOLUCOES DISTRIBUIDA;792;135
00434131931;GER SOLUCOES REDES;66;135
00434131932;GER UNIF VOZ ATENDIMENTO;165;135
00434131943;UNID LOGISTICA DE COBR;33;135
00434131950;CH PRODUTOS RECEBIM E CONC 1;330;135
00434131951;GER AUDIT TI PROD PROC ATACADO;33;135
00434131952;UNID RO CORRETORA;33;135
00434131954;UNID GOV RISC PP E PGTO INSS;99;135
00434131955;UNID PRODUTOS E PROJETOS;33;135
00434131956;UNID GEST DE INFORMACAO;66;135
00434131957;COORD DEC SCI AG E PROD VAREJO;66;135
00434131960;GER CONS ARF AUD APNP;33;135
00434131961;COORD PROCESSOS TRABALHISTA;792;135
00434131966;GER ESTRATEGIA RECUPERACAO PF;726;135
00434131970;GER RO VALID MOD MERC LIQ;33;135
00434131972;UNID QUALIDADE PAG ISS;165;135
00434131984;UNID MIS;33;135
00434131986;ESPACO ATEC CENTRO EMPRESARIAL;198;135
00434131987;COORD GEST PORT ATEND DIGITAL;99;135
00434131999;SUP GES PORTF PGTO EMP SIMPLES;1452;135
00434132001;GER ENG SOFT INTEGRACAO FINANC;462;135
00434132007;COORD COMUNICACAO INTEGRADA TI;99;135
00434132009;COORD SUPORTE MONITORA HOMOLOG;33;135
00434132010;COORD ESTUDOS E EFICIENCIA;66;135
00434132011;COORD DESENV COMUNIDADES;132;135
00434132020;COORD CAN FIN INST MEIO PGTO 2;66;135
00434132023;GER CUSTOMER INSIGHTS;330;135
00434132025;ESTRATEGIA DE CANAIS E GROWTH;33;135
00434132027;COORD UX ITI 1;132;135
00434132028;COORD USO PJ;66;135
00434132034;GER QUAL SIST IMOB VEIC CONSIG;1386;135
00434132047;COORD ENG SIST GARANTIAS;99;135
00434132048;COORD DESENV AMB TRAB DIGITAL;66;135
00434132049;UNID VALIDACAO COTAS DIURNO;66;135
00434132057;UNID POLITICAS ATRASO LONGO;33;135
00434132060;UNID PLANEJ CANAL COMERC EMPS;198;135
00434132061;GER JUR EMP ATACADO;528;135
00434132062;RECUPERACAO JURIDICA PJ E PF;132;135
00434132066;GER COMP PER FISC CRED SUPORTE;66;135
00434132087;UNID ALTOS VALORES EMP2 2;264;135
00434132110;UNID CRED IMOB COML PERSON DIG;99;135
00434132112;AREA ITAU BMG CONSIGNADO;33;135
00434132114;GER DE ARQUITETURA CLOUD;66;135
00434132124;COORD SUSTENTACAO WINDOWS;99;135
00434132128;COORD TRM / WMS;33;135
00434132129;COORD EFIC MIGRACAO CLOUD;132;135
00434132130;COORD ENG CLOUD PAAS;33;135
00434132133;COORD SUP STORAGE BACKUP DISTR;33;135
00434132135;COORD HELP DESK CIB;198;135
00434132136;COORD ENGENHARIA END USER;264;135
00434132139;UNID PORTIFOLIO CANAIS;363;135
00434132141;SUP SOLUCOES DE SEGURANCA;297;135
00434132142;GER ANALISE RISCOS FRAUDES;33;135
00434132146;UNID FECHAMENTO FISC BRA;33;135
00434132149;GER CICLO DE VIDA CLIENTE II;132;135
00434132152;COORD PROCESSOS FRANQUIA EMP 4;33;135
00434132155;GER DE FECHAMENTO GERENCIAL;198;135
00434132180;GER CALL CENTER;462;135
00434132182;UNID PLANEJ E COMUNICACAO;693;135
00434132183;PRJ EXPANSAO DCIRO;33;135
00434132208;GER RO E COMPLIANCE HEM SUL;33;135
00434132221;UNID PROC PARAM DGA E UIS;198;135
00434132223;PROD VENDAS ATIVOS 2 CAMPINAS;33;135
00434132269;GER QUALIDADE CORRETORA;33;135
00434132272;SUP ARQUIT NEGOC E SOLUCOES;264;135
00434132279;UNID CONF CENTRALIZADA CHEQUES;33;135
00434132302;GER EXPERIENCIA DIGITAL;33;135
00434132307;GER PORTFOLIO PAGAMENTOS;66;135
00434132313;GER GEST PORT TESOURARIA;66;135
00434132327;GER GEST PORT CANAIS DIGIT PJ;132;135
00434132343;GER OFFSHORE GARANTIAS CROSS;660;135
00434132345;COORD ENG SOFT CENTRAL RISCOS;132;135
00434132349;COORD ENG SOFT TES PROC II;99;135
00434132351;COORD TEC TESOURARIA PJ III;33;135
00434132353;GER ARQ INV TES SS CRED CAMB;33;135
00434132354;COORD QUALID TES PROD RV DERIV;165;135
00434132357;GER TEC TESOURARIA PJ II;33;135
00434132362;COORD PROJ BUSINESS INTEGRAT;33;135
00434132371;GER TRANSFORM PESSOAS VAREJO;66;135
00434132375;UNID MODELAGEM PROVISAO;132;135
00434132379;UNID PRODUTOS PJ E PP III;33;135
00434132411;SUP EXPERIENCIA DO CLIENTE;264;135
00434132416;GER SHARED SERVICES;330;135
00434132453;SUP ENG TES CAMB E M CAPITAIS;132;135
00434132457;GAN ATACADO;33;135
00434132459;GER RELAC OPERACOES PROD;33;135
00434132461;COORD RELAC OPERACOES PROD II;33;135
00434132462;AE PAGMENTOS E CASH MANAG;66;135
00434132471;GER ARQ NEG NCC E SEGUROS;66;135
00434132482;GER ENG RM PRICIN RESUL ATACAD;33;135
00434132492;CAS CON TAR PESS;33;135
00434132498;COORD QUALIDADE CORRETORA N1;231;135
00434132499;COORD OPERACOES QUALIDADE;33;135
00434132519;UNID RECEPTIVO COBRANCA;231;135
00434132527;SUP GEST PORT  INSTITUCIONAIS;132;135
00434132528;GER POLIT REGRAS CARTOES EMISS;462;135
00434132529;GER PLAN PREV FRAUDES ORIG;792;135
00434132534;UNID LIQUID E GESTAO ACC ACE;462;135
00434132535;COORD CONFERENCIA VENDA;462;135
00434132540;GER GESTAO FORNECEDORES TI;627;135
00434132577;CHAPTER VENDAS ESTUD E ANL A;231;135
00434132578;PLATAFORMA DIGITAL;363;135
00434132584;UNID GERA COMERCIAL EMPRESAS;132;135
00434132586;UNID GESTAO CREDITO;198;135
00434132593;DIR COML ITAU BMG CONSIGNADO 1;165;135
00434132594;DIR COML ITAU BMG CONSIGNADO 2;33;135
00434132597;REG COML SAO PAULO;99;135
00434132601;REG COML NORDESTE;33;135
00434132618;UNID MOD EXEC ESCOBS;198;135
00434132620;GER CONSULTORIA DE CAMBIO PJ;231;135
00434132622;QUALIDADE IMOBILIARIO;33;135
00434132624;SUP DE PLANEJAMENTO;330;135
00434132664;GER SOLUCOES DIGITAIS DE GESTA;132;135
00434132683;UNID MOD FRANQ REG MG SETE LAG;33;135
00434132693;COORD BCO DE DADOS SQL;33;135
00434132699;UNID SUITABILITY E CONDUTA I;66;135
00434132704;CHAPTER PRODUTO FINANCI IMOB;759;135
00434132705;COORD PROJETOS ATENDIMENTO;33;135
00434132708;COORD NEG FOLHA PAB IMPLAN;33;135
00434132711;COORD SWAT FOLHA-PORT SALARIO;99;135
