CDC;Nome;Peso;Grade
00403100683;HPC TD F SANTANA TOMBA;9;106
00403100685;HPC TD SALV AGUAS CLARAS;9;106
00403100686;HPC TD SALV CASTELO BRAN;9;106
00403100687;HPC TD SALV MAL RONDON;9;106
00403100690;HPC TD SALV PERNAMBUES;18;106
00403100691;HPC TD SALV RUA URUGUAI;9;106
00403100692;HPC TD SALV SAO CAETANO;9;106
00403100693;HPC TD SALV SUSSUARANA;9;106
00403100695;HPC TD SERRINHA BA;9;106
00403100696;HPC TD STO AMARO BA;9;106
00403100697;HPC TD STO ANTONIO JESUS;9;106
00403100698;HPC TD STO ESTEVAO BA;9;106
00403100699;HPC TD VALENCA BA;9;106
00403100701;DESLIG-PROC TRABALH DICCOB;9;106
00403100702;DESLIG-PROC TRABALH DIR PATRIM;9;106
00403100707;HIPERCARD EMISSOR;1245;106
00403100731;HPC SAMS CONTAGEM;9;106
00403100732;HPC SC CONTAGEM;9;106
00403100733;HPC SC UBERABA;75;106
00403100736;HPC SC CAMPO GDE NORTH;45;106
00403100737;HPC HIP CARUARU;10;106
00403100738;HPC HIP JABOATAO GUARARA;18;106
00403100739;HPC HIP OLINDA;18;106
00403100740;HPC HIP PETROLINA;9;106
00403100741;HPC HIP RECF AV RECIFE;9;106
00403100742;HPC HIP RECF BOA VIAGEM;99;106
00403100743;HPC HIP RECF CASA FORTE;9;106
00403100744;HPC HIP RECF CAXANGA;18;106
00403100750;HPC SUP PAULISTA JANGA;9;106
00403100751;HPC SUP PETROLINA;9;106
00403100752;HPC SUP RECF ARRUDA;9;106
00403100753;HPC SUP RECF BENFICA;9;106
00403100754;HPC SUP RECF CASA AMAREL;9;106
00403100755;HPC SUP RECF CONS AGUIAR;9;106
00403100756;HPC SUP RECF DOMINGOS FE;9;106
00403100758;HPC SUP RECF JABOATAO;9;106
00403100759;HPC SUP RECF PQ AMORIM;9;106
00403100760;HPC SUP RECF SHOPPING;18;106
00403100761;HPC TD ABREU LIMA II;9;106
00403100763;HPC TD CABO ST AGOSTINHO;18;106
00403100765;HPC TD CARPINA;9;106
00403100766;HPC TD CENTRO GARANHUNS;9;106
00403100767;HPC TD GRAVATA PE;9;106
00403100768;HPC TD IGARASSU;9;106
00403100770;HPC TD JABOATAO CAVALEIR;9;106
00403100773;HPC TD JABOATAO PRAZERES;9;106
00403100774;HPC TD LIMOEIRO PE;9;106
00403100777;HPC TD PAULISTA;9;106
00403100778;HPC TD RECF AFOGADOS;18;106
00403100782;HPC TD RECF PEIXINHOS;9;106
00403100783;HPC TD S LOURENCO MATA;9;106
00403100784;HPC TD SURUBIM PE;9;106
00403100785;HPC TD VITORIA STO ANTAO;9;106
00403100786;HPC HIP TERESINA;54;106
00403100789;HPC SUP TERESINA FREI SE;18;106
00403100790;HPC BIG CTBA AV TORRES;6;106
00403100792;HPC BIG CTBA FELICIDADE;9;106
00403100793;HPC BIG CTBA PINHEIRINHO;9;106
00403100794;HPC BIG CTBA PORTAO;10;106
00403100795;HPC BIG CTBA XAXIM;20;106
00403100796;HPC BIG FOZ DO IGUACU;245;106
00403100797;HPC BIG MARINGA TUIUTI;18;106
00403100798;HPC BIG PONTA GROSSA;0;106
00403100799;HPC MAXXI CTBA BOQUEIRAO;100;106
00403100852;HPC MAXXI NOVO HAMBURGO;9;106
00403100853;HPC MAXXI PELOTAS;9;106
00403100854;HPC MAXXI POA HUMAITA;9;106
00403100855;HPC MAXXI POA SARANDI;9;106
00403100857;HPC MAXXI STA CRUZ SUL;9;106
00403100858;HPC MAXXI STA MARIA;11;106
00403100859;HPC MAXXI VIAMAO;9;106
00403100860;HPC MERC DOM PEDRITO;9;106
00403100861;HPC NACI ALEGRET SAMPAIO;9;106
00403100862;HPC NACI BAGE TUPY;9;106
00403100863;HPC NACI BENTO GONCALVES;9;106
00403100864;HPC NACI CACH FLOR CUNHA;9;106
00403100865;HPC NACI CAMAQUA BENTO G;9;106
00403100867;HPC NACI CAP CANOA PARAG;9;106
00403100868;HPC NACI CRUZ ALTA;9;106
00403100874;HPC NACI IJUI;9;106
00403100875;HPC NACI MONTENEGRO;9;106
00403100877;HPC NACI OSORIO RS;9;106
00403100880;HPC NACI PELOTAS LOBO;9;106
00403100881;HPC NACI PELOTAS OSORIO;9;106
00403100887;HPC NACI POA MENINO DEUS;9;106
00403100889;HPC NACI POA RUA PRAIA;9;106
00403100892;HPC NACI ROSARIO DO SUL;9;106
00403100893;HPC NACI S ANTONIO PITAN;9;106
00403100895;HPC NACI SAO BORJA RS;9;106
00403100896;HPC NACI SAO GABRIEL RS;9;106
00403100898;HPC NACI STA ROSA EXPED;9;106
00403100899;HPC NACI STA CRUZ SUL;9;106
00403100916;HPC BIG LIMEIRA;9;106
00403100917;HPC BIG MOGI GUACU;9;106
00403100919;HPC BIG SC AMERICANA;24;106
00403100927;HPC SAMS CAMPINAS SP;9;106
00403100928;HPC SAMS RIB PRETO SAVOY;9;106
00403100930;HPC SAMS S J DOS CAMPOS;9;106
00403100931;HPC SC BAURU;9;106
00403100932;HPC SC CPA II OUTLET;19;106
00403100933;HPC SC ITU;7;106
00403100934;HPC SAMS OSASCO;9;106
00403100936;HPC SC RIBEIRAO;13;106
00403100937;HPC SC SAO J CAMPOS;9;106
00403100938;HPC SC SAO J RIO PRETO;36;106
00403100940;HPC SC SOROCABA;9;106
00403100942;HPC SUPERCENTER MARILIA;21;106
00403100954;HPC SAMS FORTALEZA CE;9;106
00403101050;AREA DE RECURSOS HUMANOS;18;106
00403101100;HPC SAMS SP BOM RETIRO;9;106
00403101101;HPC SAMS GUARULHOS;9;106
00403101108;HPC NAC LOJ HUMANITARIAN PIRAC;33;106
00403101109;HPC SC COTIA GRAJ VIANA;41;106
00403101117;MAXXI VILA GUILHERME;9;106
00403101118;HPC SC SP VL LEOPOLDINA;9;106
00403101124;HC TD COPIUVA;9;106
00403101161;HPC MAXXI CHAPECO SC;9;106
00403101162;HPC BIG BLUMENAU B VELHA;73;106
00403101163;HPC BIG CAMBORIU;15;106
00403101164;HPC BIG FLORIANOPOLIS;18;106
00403101165;HPC BIG IGUATEMI FLORIPA;9;106
00403101166;HPC BIG JOINVIL AMERICA;18;106
00403101167;HPC BIG JOINVIL GARIBAD;9;106
00403101169;HPC MAXXI CRICIUMA;9;106
00403101171;HPC MAXXI ITAJAI;9;106
00403101173;HPC MAXXI LAGES SC;9;106
00403101176;HPC SC DOM PEDRO CAMPINAS;9;106
00403101177;HPS SC FRANCA;17;106
00403101327;HPC TD BANCARIOS J PESSOA PB;9;106
00403101329;HPC TD PEDRAS DE FOGO;9;106
00403101641;HPC BP SALV SHP SALVADOR;9;106
00403101642;HPC HIP ITABUNA;9;106
00403101644;HPC HIP SALV BONOCO;9;106
00403101647;HPC HIP SALV GARIBALDI;2;106
00403101648;HPC HIP SALV IGUATEMI;9;106
00403101650;HPC MAXXI F SANTANA;9;106
00403101651;HPC MAXXI SALV LAURO FRE;9;106
00403101655;HPC MINI SALV PERIPERI;9;106
00403101657;HPC SAMS SALVADOR;9;106
00403101665;HPC SUP SALV CPA BROTAS;9;106
00403101673;HPC SUP SALV PITUBA;9;106
00403101682;HPC TD GOIANA;9;106
00403101685;HPC HIPER NATAL P NEGRA;1;106
00403101686;HPC HIPER NATAL;37;106
00403101695;HPC NAC LOJ OTOCH B MENEZES;9;106
00403101696;HPC MAXXI MARACANAU;9;106
00403101697;HPC SUP S LUIS COHAB;9;106
00403101701;HPC BP FORTZ STO DUMONT;9;106
00403101702;HPC MAXXI FORTZ MARAPONG;9;106
00403101705;HPC HIP FORTZ BEZ MENEZE;0;106
00403101706;HPC HIP FORTALEZA;1;106
00403101715;HPC SAMS VITORIA;9;106
00403101716;HPC SC VITORIA;9;106
00403101719;HPC SAMS GOIANIA;18;106
00403101720;HPC SC GOIANIA;9;106
00403101721;MAXXI GOIANIA NORTE 4003;25;106
00403101724;HPC HIP S LUIS SAO FCO;9;106
00403101725;HPC SUP S LUIS APICUM;9;106
00403101808;HPC MER CTBA J AMERICAS;9;106
00403101810;HPC MER CTBA NOVO MUNDO;9;106
00403101811;HPC MER CTBA REBOUCAS;9;106
00403101816;HPC MER LONDRINA  JK;9;106
00403101819;HPC SAMS CTBA ATUBA;9;106
00403101820;HPC SAMS CTBA BARIGUI;9;106
00403101821;HPC SC CTBA ARTHUR BERN;13;106
00403101822;HPC SC CTBA COM FRANCO;9;106
00403101824;HPC NAC SC CAMPOS GOYT;72;106
00403101825;HPC SAMS NITEROI;9;106
00403101826;HPC SAMS RJ LINH AMARELA;9;106
00403101827;HPC SC MACAE RJ;77;106
00403101830;HPC SC RJ LINHA AMARELA;110;106
00403101832;HPC BIG ALVORADA;9;106
00403101833;HPC BIG CACHOEIRINHA;9;106
00403101834;HPC BIG CANOAS G SHEL;55;106
00403101835;HPC BIG CAXIAS DO SUL;45;106
00403101837;HPC BIG ESTEIO CENTRO;10;106
00403101838;HPC BIG GRAVATAI;9;106
00403101839;HPC BIG NOVO HAMBURGO;18;106
00403101842;HPC BIG POA SERTORIO;9;106
00403101843;HPC BIG POA TITOM SOUTH;18;106
00403101844;HPC NAC BIG RIO  GRANDE;9;106
00403101845;HPC BIG SANTANA LIVRAMEN;9;106
00403101846;HPC BIG SAO LEOPOLDO;11;106
00403101847;HPC BIG STA MARIAHPC;18;106
00403101848;HPC BIG URUGUAIANA RS;35;106
00403101849;HPC BIG VIAMAO;18;106
00403101850;HPC MAXXI CANOAS TABAI;9;106
00403101900;HPC NACI STO ANGELO;9;106
00403101901;HPC NACI TAQUARA HONDA;9;106
00403101903;HPC NACI TRAMANDAI EMAN;9;106
00403102102;HPC SAMS SP RADIAL;9;106
00403102103;HPC SAMS SP SANTO AMARO;9;106
00403102104;HPC SAMS S ANDRE;9;106
00403102105;HPC SAMS SAO CAETANO SUL;9;106
00403102110;HPC SC GUARULHOS;9;106
00403102111;HPC SC SP INDIANOPOLIS;9;106
00403102113;HPC SC SP PACAEMBU;9;106
00403102114;HPC SC S ANDRE;9;106
00403102116;HPC SC BARUERI TAMBORE;10;106
00403102125;HPC MAXXI DIADEMA;9;106
00403102601;HPC HIPER NATAL;9;106
00403102603;HPC BP NATAL B VERMELHO;9;106
00403102604;HPC TRANSF N SRA SOCORRO;9;106
00403102605;HPC TD PALMEIRA INDIOS;9;106
00403102606;HPC TD PROPRIA SE;9;106
00403102607;HPC TD SANTANA DO IPANEMA;9;106
00403102698;HPC NAC MAXXI LAJEADO;9;106
00403102700;HPC NAC TD  TIMBAUBA;9;106
00403102701;HPC NAC TD  BEZERROS;9;106
00403102702;HPC NAC SAMS RECIFE;11;106
00403102703;HPC HIP FORTZ BEZ MENEZE;9;106
00403102711;HPC SUP BP FORTZ ALDEOTA;9;106
00403102712;HPC SAMS BRASILIA;18;106
00403102714;HPC SC BRASILIA ASA NORTE;9;106
00403102774;HPC TD IPOJUCA;9;106
00403102776;HPC BIG CHAPECO;1;106
00403102777;HPC MAXXI PRESIDENTE PRUDENTE;36;106
00403102781;HPC SUP CAMPO GRANDE BOSQUE DO;81;106
00403102782;HPC BIG LONDRINA SONAE SIERRA;0;106
00403102783;HPC HIPER MACEIO ANTARES;2;106
00403102833;HPC TD VITORIA DE SANTO ANTAO;18;106
00403102840;HPC BIG PELOTAS AREAL;38;106
00403103980;HPC MAXXI STA BARBARA (GERIVA);9;106
00403103985;HPC TD SAPE 1505;9;106
00403103989;HPC TD ITABERABA;9;106
00403103990;HPC TD MURITIBA;9;106
00403103992;HPC MAXXI JUAZ NORTE PE.CICERO;9;106
00403104023;HPC TD NAZARE DA MATA;9;106
00403104029;HPC TD RIO REAL;9;106
00403104032;HPC TD NSA SRA DA GLORIA;10;106
00403104077;HPC BIG BAGE 1512;26;106
00403104078;HPC SC PATOS DE MINAS 1519;10;106
00403104080;HPC TD SAO LUIS (TURU) 1513;9;106
00403104081;HPC TD VARGEM GRANDE;9;106
00403104083;HPC SC VOLTA REDONDA;9;106
00403104085;HPC SC CATANDUVA;64;106
00403104086;HPC TD ARARI CENTRO;9;106
00403104087;HPC TD CONCEICAO DO COITE;9;106
00403104088;HPC TD PENEDO BARRO DURO;9;106
00403104111;HPC MAXXI MOSSORO II;11;106
00403104112;HPC TD MACEIO EUSTAQUIO GOMES;9;106
00403104113;HPC TD SANTA RITA;9;106
00403104124;HPC TD SUMARE;33;106
00403104125;HPC TD ASSIS;201;106
00403104149;FWI INDAIATUBA SANTA CRUZ;9;106
00403104151;HPC LAGES S C DE JESUS;9;106
00403104153;HPC SANTA RITA PATRONATO;18;106
00403106001;HPC MONO NAC TODO DIA LAPA;0;106
00403106012;HPC HIPER SALV ROTULA;18;106
00403106013;HPC MAXXI CABO STO AGOST;9;106
00403106015;HPC BIG MARINGA CATUAI;21;106
00403106020;HPC SC BH PAMPULHA;9;106
00403106021;HPC MAXXI STO ANGELO;9;106
00403106024;HPC BIG STA CRUZ DO SUL;9;106
00403106025;HPC TD AMARGOSA BA;9;106
00403106028;HPC TD PESQUEIRA PE;9;106
00403106032;HPC SAMS BRAS AS CLARAS;9;106
00403106034;HPC BIG UMUARAMA;9;106
00403106035;HPC MAXXI GUARAPUAVA;9;106
00403106036;HPC TD CAMPINA GDE PRATA;9;106
00403106037;HPC TD POJUCA BA;9;106
00403106182;HPC HIPER JUAZEIRO NORTE;9;106
00403106183;HPC TD ESPLANADA;9;106
00403106184;HPC TD VERA CRUZ;9;106
00403106185;HPC TD ALAGOINHA CENTRO;18;106
00403106206;HPC TD GAMELEIRA;9;106
00403106211;HPC MAXXI PARNAMIRIM;9;106
00403106213;HPC TD MAMANGUAPE;9;106
00403106215;HPC SAMS POA SERTORIO;9;106
00403106216;HPC SAMS SAO BERN CAMPO;9;106
00403106221;HPC HIPER TERESINA II;9;106
00403106224;HPC MAXXI TERS JOAO XIII;9;106
00403106232;HPC TD SAO MATEUS DO SUL;9;106
00403106234;HPC TD ENTRE RIOS BA;9;106
00403106241;HPC TD BELO JARDIM;9;106
00403106251;HPC TD MATA DE SAO JOAO;9;106
00403106255;HPC TD S GONCALO CAMPOS;9;106
00403106256;HPC SC UBERLAN S SIERRA;18;106
00403106259;HPC TD BOQUIM;9;106
00403106261;HPC TD CORURIPE;9;106
00403106262;HPC TD UNIAO PALMARES;9;106
00403106263;HPC TD MORENO;9;106
00403106264;HPC TD PTA PAU AMARELO;9;106
00403106265;HPC TD A LIMA CAETES III;9;106
00403106266;HPC ESCADA;9;106
00403109903;BANCO BEG;18;106
00403160047;HPC SUPORTE EMISSOR;254;106
00403160048;HPC SUPORTE ACQUIRER;9;106
00403181935;HC BIG CACHOEIRINHA;9;106
00403184141;SAC HIPERCARD;21;106
00403189434;PRJ EXPANSAO NACS 1 E 2;27;106
00403189647;ATENDIMENTO EMISSOR HC;0;106
00403189728;TI-HIPERCARD;126;106
00403189836;E-CAPTURE-EMP BRASILEIRA CTEL;27;106
00404800902;SUPORTE A PRESIDENCIA;18;106
00434100001;OSASCO SP;62;106
00434100002;S PAULO ANTONIO BARROS;36;106
00434100003;S PAULO MERCURIO;18;106
00434100004;S PAULO PAULA SOUZA;18;106
00434100005;VARGEM GRANDE DO SUL;18;106
00434100006;AGUAI SP;18;106
00434100007;BRAGANCA PAULISTA SP;18;106
00434100008;COSMOPOLIS SP;18;106
00434100009;CAMPINAS SP;27;106
00434100010;FRANCO DA ROCHA SP;27;106
00434100011;ITAPIRA SP;18;106
00434100012;PEDREIRA SP;18;106
00434100013;ESPIRITO SANTO PINHA;18;106
00434100014;AMPARO SP;18;106
00434100015;SERRA NEGRA SP;18;106
00434100017;SAO BERNARDO DO CAMP;18;106
00434100018;SAO CAETANO DO SUL S;18;106
00434100019;JUNDIAI SP;36;106
00434100020;SANTO ANDRE SP;18;106
00434100021;SANTOS SP;18;106
00434100022;SAO JOAO DA BOA VIST;18;106
00434100023;RIO BAIRRO BONSUCESS;18;106
00434100024;BARUERI SP;18;106
00434100025;MOGI GUACU SP;18;106
00434100026;JUNDIAI PONTE SAO JOAO;18;106
00434100027;S PAULO DR ZUQUIM;18;106
00434100028;VALINHOS SP;27;106
00434100029;AGUAS DA PRATA SP;18;106
00434100030;ATIBAIA SP;27;106
00434100031;MOGI MIRIM SP;27;106
00434100032;S ANDRE BAIRRO UTING;18;106
00434100033;JAGUARIUNA SP;18;106
00434100036;SP RUA DA CONSOLACAO;18;106
00434100037;S PAULO SANTA IFIGEN;18;106
00434100038;SP PARI;18;106
00434100039;ITANHAEM SP;18;106
00434100040;BELEM PA;36;106
00434100041;INDAIATUBA SP;18;106
00434100043;ARARAQUARA SP;27;106
00434100044;SERTAOZINHO SP;18;106
00434100045;SAO JOSE DO RIO PRET;18;106
00434100046;GUARULHOS SP;18;106
00434100047;S PAULO VILA MONUMEN;18;106
00434100048;S PAULO BAIRRO DA LA;27;106
00434100049;SAO CARLOS SP;18;106
00434100050;RIO CLARO SP;18;106
00434100051;SUP LEGADO FNV TAII;9;106
00434100052;GUARUJA SP;18;106
00434100053;ANDRADAS MG;36;106
00434100054;PIRACICABA SP;18;106
00434100055;SUMARE SP;18;106
00434100056;S PAULO JUMANA;27;106
00434100057;S PAULO CENTRAL;27;106
00434100058;ORLANDIA SP;18;106
00434100059;NITEROI CENTRO;18;106
00434100060;S PAULO VILA MUNHOZ;18;106
00434100061;S PAULO AV ANGELICA;18;106
00434100062;S PAULO VILA SONIA;18;106
00434100064;S PAULO BAIRRO B RET;18;106
00434100065;S PAULO CASA VERDE;18;106
00434100066;S PAULO VILA OLIMPIA;18;106
00434100067;S PAULO JABAQUARA;18;106
00434100068;S PAULO AUGUSTA;18;106
00434100069;S PAULO JD DA SAUDE;18;106
00434100070;VITORIA ES;18;106
00434100071;MANAUS EDUARDO RIBEI;36;106
00434100072;S PAULO RUA PIRATINI;27;106
00434100073;S PAULO BAIRRO PINHE;18;106
00434100074;S PAULO VILA FORMOSA;27;106
00434100075;BAURU SP;18;106
00434100076;SOROCABA SP;18;106
00434100077;S PAULO VILA GUILHERME;18;106
00434100078;S PAULO VILA MARIA;18;106
00434100079;S PAULO VILA MEDEIRO;18;106
00434100080;AGUAS DE LINDOIA SP;18;106
00434100081;S PAULO VILA MARIANA;18;106
00434100082;APUCARANA PR;18;106
00434100083;ARAPONGAS PR;18;106
00434100084;BH TUPINAMBAS;18;106
00434100088;CAMBE PR;18;106
00434100090;DUQUE DE CAXIAS RJ;18;106
00434100091;CAMPO GRANDE MS;45;106
00434100092;S BERN CAMPO P MUNIC;18;106
00434100093;RIO GRACA ARANHA;27;106
00434100094;SAO GON BAIRRO ALCAN;27;106
00434100095;CORNELIO PROCOPIO PR;18;106
00434100096;CORUMBA MS;18;106
00434100097;CUBATAO SP;18;106
00434100098;CURITIBA RUA DAS FLO;18;106
00434100103;ITAMOGI MG;36;106
00434100104;ITAU DE MINAS MG;36;106
00434100106;ITUIUTABA MG;9;106
00434100109;LONDRINA PR;27;106
00434100110;LOUVEIRA SP;18;106
00434100111;MANDAGUARI PR;18;106
00434100113;MARINGA PR;36;106
00434100115;MONTE SANTO DE MINAS MG;36;106
00434100118;PARANAGUA PR;18;106
00434100120;SUP PLANEJAMENTO E FRANQUIAS;18;106
00434100121;PORTO FERREIRA SP;18;106
00434100122;PETROPOLIS RJ;45;106
00434100125;RIBEIRAO PRETO SP;18;106
00434100126;ROLANDIA PR;18;106
00434100129;SALVADOR BA;1601;106
00434100132;BLUMENAU SC;27;106
00434100133;SAO SEBASTIAO PARAISO MG;18;106
00434100136;VINHEDO SP;27;106
00434100137;S PAULO INTERLAGOS;18;106
00434100138;S PAULO VILA G CARDI;18;106
00434100139;S PAULO VILA ESPERAN;27;106
00434100140;S PAULO PARQUE SAO L;18;106
00434100141;S PAULO AGUA RASA;18;106
00434100142;MOGI DAS CRUZES SP;18;106
00434100143;ASSIS SP;18;106
00434100144;ARACATUBA SP;27;106
00434100145;MARILIA SP;18;106
00434100146;OURINHOS SP;18;106
00434100147;GOIANIA GO;63;106
00434100148;UBERLANDIA MG;27;106
00434100149;S PAULO VILA ALPINA;27;106
00434100150;S PAULO SAO JUDAS TADEU;18;106
00434100151;S PAULO TAMANDARE;27;106
00434100152;S PAULO ALTO DA POMP;18;106
00434100154;JOINVILLE SC;18;106
00434100155;FRANCA SP;18;106
00434100156;GUARATINGUETA SP;18;106
00434100157;PIRASSUNUNGA SP;18;106
00434100158;TAUBATE SP;27;106
00434100159;PORTO ALEGRE P ALFAN;18;106
00434100160;SP BAIRRO SANTO AMARO;18;106
00434100161;S PAULO JD PAULISTA;18;106
00434100162;CAMPO LIMPO PAULISTA;27;106
00434100163;PRESIDENTE EPITACIO;18;106
00434100164;SALTO SP;18;106
00434100166;CAMPINAS BAIRRO BONFIM;18;106
00434100167;SP LINS VASCONCELOS;18;106
00434100168;AVARE SP;18;106
00434100169;CORDEIROPOLIS SP;18;106
00434100170;SP RUA BARAO ITAPETININGA;18;106
00434100172;TEOFILO OTONI MG;18;106
00434100173;S PAULO RUA PALMEIRA;18;106
00434100174;S PAULO LARGO DO CAM;18;106
00434100175;S PAULO RUA ORIENTE;18;106
00434100176;S PAULO MOOCA;18;106
00434100177;S PAULO AV LIBERDADE;18;106
00434100179;S PAULO ESTACAO DA L;18;106
00434100180;S PAULO SENADOR QUEI;18;106
00434100181;ALEGRETE RS;9;106
00434100183;S PAULO ITAIM;18;106
00434100184;S PAULO BARRA FUNDA;18;106
00434100185;S PAULO AV REBOUCAS;18;106
00434100186;S PAULO HIGIENOPOLIS;18;106
00434100187;S PAULO BRAS;18;106
00434100188;S PAULO PAMPLONA;18;106
00434100189;S PAULO PCA ROOSEVEL;27;106
00434100190;S PAULO BAIRRO PARAI;18;106
00434100191;S PAULO CLELIA;18;106
00434100192;S PAULO BORBA GATO;18;106
00434100193;BAGE RS;18;106
00434100194;SP SILVA BUENO;18;106
00434100195;SANTANA DO LIVRAMENTO RS;18;106
00434100196;S PAULO CIDADE JARDI;18;106
00434100198;BRASILIA ASA SUL;27;106
00434100199;S PAULO ORFANATO;18;106
00434100200;PONTA GROSSA PR;18;106
00434100201;NOVA IGUACU RJ;18;106
00434100202;JAU SP;27;106
00434100203;PRESIDENTE PRUDENTE;18;106
00434100204;RIO AVENIDA;18;106
00434100206;CAPIVARI SP;18;106
00434100207;CAXIAS DO SUL RS;18;106
00434100208;ANAPOLIS GO;18;106
00434100209;JATAI GO;36;106
00434100210;S PAULO VILA PRUDENT;18;106
00434100211;S PAULO RUA SILVA JA;18;106
00434100212;TATUI SP;18;106
00434100213;SANTOS MERCADO;18;106
00434100214;PIRAPOZINHO SP;18;106
00434100215;JOSE BONIFACIO SP;18;106
00434100216;LAGES SC;36;106
00434100218;LINS SP;18;106
00434100219;GOVERNADOR VALADARES MG;18;106
00434100220;PENAPOLIS SP;18;106
00434100222;NOVA FRIBURGO RJ;18;106
00434100223;BOTUCATU SP;18;106
00434100226;SALVADOR BAIRRO MERC;18;106
00434100227;AURIFLAMA SP;18;106
00434100228;ITAPEVI SP;18;106
00434100229;SAO JOAO DE MERITI R;18;106
00434100232;JABOTICABAL SP;18;106
00434100233;CIANORTE PR;27;106
00434100234;BEBEDOURO SP;18;106
00434100235;FERNANDOPOLIS SP;18;106
00434100236;UMUARAMA PR;36;106
00434100237;S PAULO PCA DA REPUB;27;106
00434100238;MONTES CLAROS MG;36;106
00434100239;SUZANO SP;18;106
00434100240;JACAREI SP;18;106
00434100241;LEME SP;18;106
00434100242;ITAPETININGA SP;18;106
00434100243;MAUA SP;18;106
00434100244;ANDRADINA SP;18;106
00434100245;SANTOS PONTA DA PRAI;18;106
00434100246;PARANAVAI PR;18;106
00434100247;LORENA SP;27;106
00434100248;CARAGUATATUBA SP;18;106
00434100249;S PAULO VIA ANCHIETA;6185;106
00434100250;SAO JOSE CAMPOS SP;18;106
00434100251;S PAULO BRIGADEIRO;27;106
00434100252;S PAULO SETE DE ABRI;18;106
00434100253;COTIA SP;27;106
00434100255;CURITIBA BAIRRO MERC;18;106
00434100256;GUARAPUAVA R P LEONI;18;106
00434100257;DIADEMA SP;18;106
00434100258;CRUZEIRO SP;27;106
00434100259;PINDAMONHANGABA SP;27;106
00434100261;CATANDUVA SP;18;106
00434100262;S PAULO AV PAULISTA;18;106
00434100263;SAO BERN CAMPO RUD RAMOS;27;106
00434100264;S PAULO REPRESA S AM;18;106
00434100265;S PAULO BUTANTA;27;106
00434100267;POCOS DE CALDAS MG;36;106
00434100268;SANTOS PRAIA GONZAGA;18;106
00434100269;RIO POSTO 6;18;106
00434100271;RIO FLAMENGO;18;106
00434100272;RIO GAVEA;18;106
