CDC;Nome;Peso;Grade
00403100757;HPC SUP RECF ESPINHEIRO;43;118
00403100758;HPC SUP RECF JABOATAO;43;118
00403100759;HPC SUP RECF PQ AMORIM;43;118
00403100760;HPC SUP RECF SHOPPING;215;118
00403100766;HPC TD CENTRO GARANHUNS;43;118
00403100774;HPC TD LIMOEIRO PE;215;118
00403100783;HPC TD S LOURENCO MATA;43;118
00403100786;HPC HIP TERESINA;43;118
00403100790;HPC BIG CTBA AV TORRES;215;118
00403100791;HPC BIG CTBA BOA VISTA;43;118
00403100792;HPC BIG CTBA FELICIDADE;215;118
00403100793;HPC BIG CTBA PINHEIRINHO;43;118
00403100794;HPC BIG CTBA PORTAO;43;118
00403100795;HPC BIG CTBA XAXIM;43;118
00403100796;HPC BIG FOZ DO IGUACU;215;118
00403100799;HPC MAXXI CTBA BOQUEIRAO;215;118
00403100803;HPC MAXXI PINHAIS TARUMA;215;118
00403100852;HPC MAXXI NOVO HAMBURGO;215;118
00403100853;HPC MAXXI PELOTAS;43;118
00403100854;HPC MAXXI POA HUMAITA;43;118
00403100855;HPC MAXXI POA SARANDI;215;118
00403100856;HPC MAXXI RIO GRANDE PQ;215;118
00403100857;HPC MAXXI STA CRUZ SUL;215;118
00403100858;HPC MAXXI STA MARIA;215;118
00403100859;HPC MAXXI VIAMAO;43;118
00403100860;HPC MERC DOM PEDRITO;215;118
00403100862;HPC NACI BAGE TUPY;215;118
00403100864;HPC NACI CACH FLOR CUNHA;43;118
00403100865;HPC NACI CAMAQUA BENTO G;215;118
00403100873;HPC NACI GUAIBA;43;118
00403100874;HPC NACI IJUI;215;118
00403100887;HPC NACI POA MENINO DEUS;43;118
00403100892;HPC NACI ROSARIO DO SUL;215;118
00403100893;HPC NACI S ANTONIO PITAN;43;118
00403100895;HPC NACI SAO BORJA RS;215;118
00403100896;HPC NACI SAO GABRIEL RS;215;118
00403100898;HPC NACI STA ROSA EXPED;215;118
00403100899;HPC NACI STA CRUZ SUL;258;118
00403100915;HPC TD TAQUARA CENTRO;43;118
00403100916;HPC BIG LIMEIRA;43;118
00403100917;HPC BIG MOGI GUACU;43;118
00403100918;HPC BIG PIRACICABA;43;118
00403100919;HPC BIG SC AMERICANA;86;118
00403100920;HPC BIG SC ARARAS;43;118
00403100926;HPC MAXXI TABOAO SERRA;43;118
00403100927;HPC SAMS CAMPINAS SP;43;118
00403100928;HPC SAMS RIB PRETO SAVOY;43;118
00403100931;HPC SC BAURU;43;118
00403100932;HPC SC CPA II OUTLET;43;118
00403100933;HPC SC ITU;43;118
00403100934;HPC SAMS OSASCO;43;118
00403100936;HPC SC RIBEIRAO;43;118
00403100937;HPC SC SAO J CAMPOS;43;118
00403100954;HPC SAMS FORTALEZA CE;43;118
00403101100;HPC SAMS SP BOM RETIRO;43;118
00403101101;HPC SAMS GUARULHOS;43;118
00403101109;HPC SC COTIA GRAJ VIANA;43;118
00403101117;MAXXI VILA GUILHERME;43;118
00403101161;HPC MAXXI CHAPECO SC;215;118
00403101162;HPC BIG BLUMENAU B VELHA;215;118
00403101163;HPC BIG CAMBORIU;215;118
00403101165;HPC BIG IGUATEMI FLORIPA;215;118
00403101166;HPC BIG JOINVIL AMERICA;43;118
00403101167;HPC BIG JOINVIL GARIBAD;43;118
00403101169;HPC MAXXI CRICIUMA;215;118
00403101171;HPC MAXXI ITAJAI;215;118
00403101173;HPC MAXXI LAGES SC;215;118
00403101176;HPC SC DOM PEDRO CAMPINAS;43;118
00403101177;HPS SC FRANCA;43;118
00403101641;HPC BP SALV SHP SALVADOR;43;118
00403101642;HPC HIP ITABUNA;43;118
00403101643;HPC HIP LAURO DE FREITAS;43;118
00403101644;HPC HIP SALV BONOCO;215;118
00403101647;HPC HIP SALV GARIBALDI;172;118
00403101648;HPC HIP SALV IGUATEMI;43;118
00403101650;HPC MAXXI F SANTANA;43;118
00403101651;HPC MAXXI SALV LAURO FRE;43;118
00403101657;HPC SAMS SALVADOR;43;118
00403101665;HPC SUP SALV CPA BROTAS;43;118
00403101673;HPC SUP SALV PITUBA;43;118
00403101674;HPC NAC LOJ OBINO PELOTAS;43;118
00403101702;HPC MAXXI FORTZ MARAPONG;43;118
00403101706;HPC HIP FORTALEZA;43;118
00403101715;HPC SAMS VITORIA;43;118
00403101716;HPC SC VITORIA;43;118
00403101719;HPC SAMS GOIANIA;43;118
00403101720;HPC SC GOIANIA;43;118
00403101724;HPC HIP S LUIS SAO FCO;215;118
00403101808;HPC MER CTBA J AMERICAS;43;118
00403101819;HPC SAMS CTBA ATUBA;43;118
00403101820;HPC SAMS CTBA BARIGUI;215;118
00403101821;HPC SC CTBA ARTHUR BERN;215;118
00403101822;HPC SC CTBA COM FRANCO;215;118
00403101824;HPC NAC SC CAMPOS GOYT;215;118
00403101825;HPC SAMS NITEROI;215;118
00403101826;HPC SAMS RJ LINH AMARELA;43;118
00403101827;HPC SC MACAE RJ;43;118
00403101830;HPC SC RJ LINHA AMARELA;43;118
00403101832;HPC BIG ALVORADA;43;118
00403101837;HPC BIG ESTEIO CENTRO;215;118
00403101838;HPC BIG GRAVATAI;215;118
00403101839;HPC BIG NOVO HAMBURGO;43;118
00403101841;HPC BIG POA CRISTAL;43;118
00403101842;HPC BIG POA SERTORIO;43;118
00403101843;HPC BIG POA TITOM SOUTH;215;118
00403101844;HPC NAC BIG RIO  GRANDE;215;118
00403101845;HPC BIG SANTANA LIVRAMEN;215;118
00403101847;HPC BIG STA MARIAHPC;215;118
00403101848;HPC BIG URUGUAIANA RS;215;118
00403101849;HPC BIG VIAMAO;215;118
00403101850;HPC MAXXI CANOAS TABAI;215;118
00403101851;HPC MAXXI GRAVATAI S GER;215;118
00403102102;HPC SAMS SP RADIAL;43;118
00403102103;HPC SAMS SP SANTO AMARO;43;118
00403102104;HPC SAMS S ANDRE;43;118
00403102105;HPC SAMS SAO CAETANO SUL;43;118
00403102106;HC SAM TAMBORE;43;118
00403102110;HPC SC GUARULHOS;43;118
00403102111;HPC SC SP INDIANOPOLIS;43;118
00403102112;HPC SC OSASCO;43;118
00403102113;HPC SC SP PACAEMBU;43;118
00403102115;HPC SC SAO BERN DO CAMPO;43;118
00403102116;HPC SC BARUERI TAMBORE;43;118
00403102125;HPC MAXXI DIADEMA;43;118
00403102601;HPC HIPER NATAL;43;118
00403102605;HPC TD PALMEIRA INDIOS;43;118
00403102668;HPC BP B017 AFLITOS;43;118
00403102669;HPC BP B256 CANDEIAS;43;118
00403102698;HPC NAC MAXXI LAJEADO;43;118
00403102702;HPC NAC SAMS RECIFE;43;118
00403102703;HPC HIP FORTZ BEZ MENEZE;215;118
00403102712;HPC SAMS BRASILIA;215;118
00403102713;HPC SC BRASILIA;215;118
00403102714;HPC SC BRASILIA ASA NORTE;215;118
00403102777;HPC MAXXI PRESIDENTE PRUDENTE;43;118
00403102781;HPC SUP CAMPO GRANDE BOSQUE DO;43;118
00403102783;HPC HIPER MACEIO ANTARES;43;118
00403102794;HPC NAC VIAMAO-AMER VESPUCIO;43;118
00403102807;HPC MERC JUVEVE;215;118
00403102825;HPC BP B529 ITAPARICA;215;118
00403102826;HPC BP B571 BARRA AVENIDA;43;118
00403102828;HPC BP B562 ITAIGARA;43;118
00403102829;HPC BP B525 CANELA;43;118
00403102830;HPC BP B503 POLITEAMA;43;118
00403102833;HPC TD VITORIA DE SANTO ANTAO;215;118
00403102835;HTD SAO LOURENCO DA MATA;43;118
00403102840;HPC BIG PELOTAS AREAL;215;118
00403102873;SAMS PIRACICABA 4677;43;118
00403103979;HPC MAXXI PIRACICABA;43;118
00403103985;HPC TD SAPE 1505;215;118
00403103989;HPC TD ITABERABA;215;118
00403103990;HPC TD MURITIBA;215;118
00403103991;HPC HIPER FORTALEZA (FATIMA);215;118
00403103992;HPC MAXXI JUAZ NORTE PE.CICERO;215;118
00403104009;UNID COML REG NE I;258;118
00403104023;HPC TD NAZARE DA MATA;215;118
00403104077;HPC BIG BAGE 1512;215;118
00403104078;HPC SC PATOS DE MINAS 1519;43;118
00403104081;HPC TD VARGEM GRANDE;215;118
00403104083;HPC SC VOLTA REDONDA;215;118
00403104085;HPC SC CATANDUVA;43;118
00403104087;HPC TD CONCEICAO DO COITE;215;118
00403104098;HPC SUPER SAO RAFAEL;43;118
00403104111;HPC MAXXI MOSSORO II;43;118
00403104125;HPC TD ASSIS;43;118
00403104149;FWI INDAIATUBA SANTA CRUZ;43;118
00403104151;HPC LAGES S C DE JESUS;215;118
00403104153;HPC SANTA RITA PATRONATO;215;118
00403104155;HPC PAULISTA MARAGUAPE;43;118
00403106012;HPC HIPER SALV ROTULA;215;118
00403106020;HPC SC BH PAMPULHA;215;118
00403106021;HPC MAXXI STO ANGELO;215;118
00403106023;HPC SC BRAS AGUAS CLARAS;215;118
00403106024;HPC BIG STA CRUZ DO SUL;43;118
00403106032;HPC SAMS BRAS AS CLARAS;43;118
00403106034;HPC BIG UMUARAMA;215;118
00403106035;HPC MAXXI GUARAPUAVA;215;118
00403106182;HPC HIPER JUAZEIRO NORTE;215;118
00403106183;HPC TD ESPLANADA;43;118
00403106190;HPC MAXXI CTB FAZENDINHA;215;118
00403106206;HPC TD GAMELEIRA;215;118
00403106209;HPC BIG SAPIRANGA;43;118
00403106211;HPC MAXXI PARNAMIRIM;258;118
00403106214;HPC SC JACAREI;43;118
00403106215;HPC SAMS POA SERTORIO;215;118
00403106216;HPC SAMS SAO BERN CAMPO;43;118
00403106221;HPC HIPER TERESINA II;258;118
00403106225;HPC MAXXI VITORIA DA CONQUISTA;215;118
00403106234;HPC TD ENTRE RIOS BA;43;118
00403106251;HPC TD MATA DE SAO JOAO;43;118
00403106256;HPC SC UBERLAN S SIERRA;43;118
00403106259;HPC TD BOQUIM;215;118
00403106262;HPC TD UNIAO PALMARES;43;118
00403106267;HPC FORTALEZA WASH SOARES;215;118
00403107484;HTD CAMPINA GRANDE;215;118
00403107485;HTD GARANHUNS;215;118
00403160048;HPC SUPORTE ACQUIRER;43;118
00403181935;HC BIG CACHOEIRINHA;43;118
00403187865;HC SAM SAO JOSE;43;118
00403188074;HC BIG SAO LEOPOLDO;215;118
00403188218;HC BIG ESTEIO;43;118
00403189728;TI-HIPERCARD;43;118
00403189836;E-CAPTURE-EMP BRASILEIRA CTEL;129;118
00404800001;ADMINISTRACAO GERAL;43;118
00434100001;OSASCO SP;172;118
00434100002;S PAULO ANTONIO BARROS;301;118
00434100004;S PAULO PAULA SOUZA;301;118
00434100005;VARGEM GRANDE DO SUL;129;118
00434100006;AGUAI SP;129;118
00434100007;BRAGANCA PAULISTA SP;129;118
00434100008;COSMOPOLIS SP;172;118
00434100009;CAMPINAS SP;258;118
00434100010;FRANCO DA ROCHA SP;172;118
00434100011;ITAPIRA SP;215;118
00434100012;PEDREIRA SP;172;118
00434100013;ESPIRITO SANTO PINHA;129;118
00434100014;AMPARO SP;172;118
00434100015;SERRA NEGRA SP;172;118
00434100017;SAO BERNARDO DO CAMP;301;118
00434100018;SAO CAETANO DO SUL S;172;118
00434100019;JUNDIAI SP;172;118
00434100020;SANTO ANDRE SP;258;118
00434100021;SANTOS SP;129;118
00434100022;SAO JOAO DA BOA VIST;215;118
00434100023;RIO BAIRRO BONSUCESS;129;118
00434100024;BARUERI SP;129;118
00434100025;MOGI GUACU SP;129;118
00434100026;JUNDIAI PONTE SAO JOAO;172;118
00434100027;S PAULO DR ZUQUIM;258;118
00434100028;VALINHOS SP;215;118
00434100029;AGUAS DA PRATA SP;172;118
00434100030;ATIBAIA SP;215;118
00434100031;MOGI MIRIM SP;344;118
00434100032;S ANDRE BAIRRO UTING;86;118
00434100033;JAGUARIUNA SP;172;118
00434100036;SP RUA DA CONSOLACAO;215;118
00434100037;S PAULO SANTA IFIGEN;129;118
00434100038;SP PARI;215;118
00434100039;ITANHAEM SP;172;118
00434100040;BELEM PA;301;118
00434100041;INDAIATUBA SP;129;118
00434100043;ARARAQUARA SP;172;118
00434100044;SERTAOZINHO SP;129;118
00434100045;SAO JOSE DO RIO PRET;129;118
00434100046;GUARULHOS SP;129;118
00434100047;S PAULO VILA MONUMEN;172;118
00434100048;S PAULO BAIRRO DA LA;215;118
00434100049;SAO CARLOS SP;129;118
00434100050;RIO CLARO SP;129;118
00434100051;SUP LEGADO FNV TAII;43;118
00434100052;GUARUJA SP;258;118
00434100053;ANDRADAS MG;215;118
00434100054;PIRACICABA SP;172;118
00434100055;SUMARE SP;129;118
00434100056;S PAULO JUMANA;215;118
00434100057;S PAULO CENTRAL;172;118
00434100058;ORLANDIA SP;215;118
00434100059;NITEROI CENTRO;344;118
00434100060;S PAULO VILA MUNHOZ;172;118
00434100061;S PAULO AV ANGELICA;172;118
00434100062;S PAULO VILA SONIA;172;118
00434100064;S PAULO BAIRRO B RET;129;118
00434100065;S PAULO CASA VERDE;129;118
00434100066;S PAULO VILA OLIMPIA;129;118
00434100067;S PAULO JABAQUARA;172;118
00434100068;S PAULO AUGUSTA;301;118
00434100069;S PAULO JD DA SAUDE;172;118
00434100070;VITORIA ES;129;118
00434100071;MANAUS EDUARDO RIBEI;258;118
00434100072;S PAULO RUA PIRATINI;129;118
00434100073;S PAULO BAIRRO PINHE;172;118
00434100074;S PAULO VILA FORMOSA;215;118
00434100075;BAURU SP;172;118
00434100076;SOROCABA SP;172;118
00434100077;S PAULO VILA GUILHERME;129;118
00434100078;S PAULO VILA MARIA;258;118
00434100079;S PAULO VILA MEDEIRO;172;118
00434100080;AGUAS DE LINDOIA SP;129;118
00434100081;S PAULO VILA MARIANA;301;118
00434100082;APUCARANA PR;129;118
00434100083;ARAPONGAS PR;172;118
00434100084;BH TUPINAMBAS;129;118
00434100088;CAMBE PR;129;118
00434100090;DUQUE DE CAXIAS RJ;258;118
00434100091;CAMPO GRANDE MS;129;118
00434100092;S BERN CAMPO P MUNIC;129;118
00434100093;RIO GRACA ARANHA;258;118
00434100094;SAO GON BAIRRO ALCAN;172;118
00434100095;CORNELIO PROCOPIO PR;86;118
00434100096;CORUMBA MS;215;118
00434100097;CUBATAO SP;172;118
00434100101;AG DIGITAL IU PAULISTA 1;172;118
00434100103;ITAMOGI MG;215;118
00434100104;ITAU DE MINAS MG;215;118
00434100106;ITUIUTABA MG;86;118
00434100109;LONDRINA PR;215;118
00434100110;LOUVEIRA SP;129;118
00434100111;MANDAGUARI PR;129;118
00434100113;MARINGA PR;215;118
00434100115;MONTE SANTO DE MINAS MG;215;118
00434100118;PARANAGUA PR;172;118
00434100119;AG DIGITAL IU BARRA FUNDA 30;129;118
00434100120;SUP PLANEJAMENTO E FRANQUIAS;129;118
00434100121;PORTO FERREIRA SP;172;118
00434100122;PETROPOLIS RJ;129;118
00434100125;RIBEIRAO PRETO SP;172;118
00434100126;ROLANDIA PR;215;118
00434100127;BRASILGRAFICA SP;86;118
00434100129;SALVADOR BA;258;118
00434100132;BLUMENAU SC;215;118
00434100133;SAO SEBASTIAO PARAISO MG;129;118
00434100136;VINHEDO SP;215;118
00434100137;S PAULO INTERLAGOS;215;118
00434100138;S PAULO VILA G CARDI;129;118
00434100139;S PAULO VILA ESPERAN;129;118
00434100140;S PAULO PARQUE SAO L;172;118
00434100141;S PAULO AGUA RASA;172;118
00434100142;MOGI DAS CRUZES SP;129;118
00434100143;ASSIS SP;215;118
00434100144;ARACATUBA SP;172;118
00434100145;MARILIA SP;172;118
00434100146;OURINHOS SP;129;118
00434100147;GOIANIA GO;215;118
00434100148;UBERLANDIA MG;301;118
00434100149;S PAULO VILA ALPINA;172;118
00434100150;S PAULO SAO JUDAS TADEU;301;118
00434100151;S PAULO TAMANDARE;129;118
00434100152;S PAULO ALTO DA POMP;301;118
00434100153;PM DE IPATINGA MG;215;118
00434100154;JOINVILLE SC;301;118
00434100155;FRANCA SP;258;118
00434100156;GUARATINGUETA SP;129;118
00434100157;PIRASSUNUNGA SP;129;118
00434100158;TAUBATE SP;129;118
00434100159;PORTO ALEGRE P ALFAN;301;118
00434100160;SP BAIRRO SANTO AMARO;258;118
00434100161;S PAULO JD PAULISTA;129;118
00434100162;CAMPO LIMPO PAULISTA;129;118
00434100163;PRESIDENTE EPITACIO;129;118
00434100164;SALTO SP;172;118
00434100166;CAMPINAS BAIRRO BONFIM;129;118
00434100167;SP LINS VASCONCELOS;172;118
00434100168;AVARE SP;172;118
00434100169;CORDEIROPOLIS SP;129;118
00434100170;SP RUA BARAO ITAPETININGA;172;118
00434100171;PAB CUBO;86;118
00434100172;TEOFILO OTONI MG;172;118
00434100173;S PAULO RUA PALMEIRA;215;118
00434100174;S PAULO LARGO DO CAM;258;118
00434100175;S PAULO RUA ORIENTE;129;118
00434100176;S PAULO MOOCA;172;118
00434100177;S PAULO AV LIBERDADE;172;118
00434100178;PAB GENERAL CABLE;86;118
00434100179;S PAULO ESTACAO DA L;172;118
00434100180;S PAULO SENADOR QUEI;172;118
00434100181;ALEGRETE RS;129;118
00434100183;S PAULO ITAIM;172;118
00434100184;S PAULO BARRA FUNDA;172;118
00434100185;S PAULO AV REBOUCAS;172;118
00434100186;S PAULO HIGIENOPOLIS;172;118
00434100187;S PAULO BRAS;258;118
00434100188;S PAULO PAMPLONA;215;118
00434100189;S PAULO PCA ROOSEVEL;172;118
00434100190;S PAULO BAIRRO PARAI;215;118
00434100191;S PAULO CLELIA;172;118
00434100192;S PAULO BORBA GATO;172;118
00434100193;BAGE RS;129;118
00434100194;SP SILVA BUENO;129;118
00434100195;SANTANA DO LIVRAMENTO RS;86;118
00434100196;S PAULO CIDADE JARDI;172;118
00434100197;AG DIGITAL IU BARRA FUNDA 31;215;118
00434100198;BRASILIA ASA SUL;258;118
00434100199;S PAULO ORFANATO;129;118
00434100200;PONTA GROSSA PR;129;118
00434100201;NOVA IGUACU RJ;172;118
00434100202;JAU SP;172;118
00434100203;PRESIDENTE PRUDENTE;172;118
00434100204;RIO AVENIDA;215;118
00434100205;PAB PRYSMIAN;86;118
00434100206;CAPIVARI SP;172;118
00434100207;CAXIAS DO SUL RS;301;118
00434100208;ANAPOLIS GO;129;118
00434100209;JATAI GO;129;118
00434100210;S PAULO VILA PRUDENT;129;118
00434100211;S PAULO RUA SILVA JA;172;118
00434100212;TATUI SP;215;118
00434100213;SANTOS MERCADO;215;118
00434100214;PIRAPOZINHO SP;129;118
00434100215;JOSE BONIFACIO SP;129;118
00434100216;LAGES SC;129;118
00434100218;LINS SP;172;118
00434100219;GOVERNADOR VALADARES MG;215;118
00434100220;PENAPOLIS SP;129;118
00434100221;PAB COELBA;172;118
00434100222;NOVA FRIBURGO RJ;258;118
00434100223;BOTUCATU SP;129;118
00434100226;SALVADOR BAIRRO MERC;258;118
00434100227;AURIFLAMA SP;129;118
00434100228;ITAPEVI SP;129;118
00434100229;SAO JOAO DE MERITI R;258;118
00434100232;JABOTICABAL SP;172;118
00434100233;CIANORTE PR;172;118
00434100234;BEBEDOURO SP;172;118
00434100235;FERNANDOPOLIS SP;129;118
00434100236;UMUARAMA PR;172;118
00434100237;S PAULO PCA DA REPUB;129;118
00434100238;MONTES CLAROS MG;172;118
00434100239;SUZANO SP;86;118
00434100240;JACAREI SP;129;118
00434100241;LEME SP;129;118
00434100242;ITAPETININGA SP;301;118
00434100243;MAUA SP;258;118
00434100244;ANDRADINA SP;129;118
00434100245;SANTOS PONTA DA PRAI;129;118
00434100246;PARANAVAI PR;215;118
00434100247;LORENA SP;129;118
00434100248;CARAGUATATUBA SP;172;118
00434100249;S PAULO VIA ANCHIETA;215;118
00434100250;SAO JOSE CAMPOS SP;129;118
00434100251;S PAULO BRIGADEIRO;215;118
00434100253;COTIA SP;301;118
00434100256;GUARAPUAVA R P LEONI;129;118
00434100257;DIADEMA SP;172;118
00434100258;CRUZEIRO SP;215;118
00434100259;PINDAMONHANGABA SP;172;118
00434100261;CATANDUVA SP;215;118
00434100262;S PAULO AV PAULISTA;129;118
00434100263;SAO BERN CAMPO RUD RAMOS;172;118
00434100264;S PAULO REPRESA S AM;258;118
00434100265;S PAULO BUTANTA;172;118
00434100266;PAB PREF MONTE ALTO;43;118
00434100267;POCOS DE CALDAS MG;129;118
00434100268;SANTOS PRAIA GONZAGA;129;118
00434100269;RIO POSTO 6;258;118
00434100270;NOVA SANTAREM-PA;172;118
00434100271;RIO FLAMENGO;129;118
00434100272;RIO GAVEA;258;118
00434100273;CURITIBA BAIRRO PORT;344;118
00434100274;CURITIBA MAL FLORIAN;301;118
00434100275;CATAGUASES MG;172;118
00434100276;ARARAS SP;129;118
00434100277;AMERICANA SP;129;118
00434100278;ITU SP;86;118
00434100279;LIMEIRA SP;172;118
00434100280;P ALEGRE-CEL VICENTE;258;118
00434100281;RIO SAENS PENA;129;118
00434100282;CASCAVEL PR;43;118
00434100283;RIO VIUVA DANTAS;172;118
00434100284;RIO AEROPORTO;258;118
00434100285;S PAULO MARACATINS;215;118
00434100287;S PAULO VILA MATILDE;344;118
00434100288;CUIABA MT;258;118
00434100289;FLORIANOPOLIS SC;129;118
00434100290;GOIANIA AV ANHANGUER;172;118
00434100291;ILHEUS BA;301;118
00434100292;ITAJAI SC;129;118
00434100293;NOVO HAMBURGO RS;129;118
00434100294;PELOTAS RS;129;118
00434100295;SAO LEOPOLDO RS;129;118
00434100296;CANOAS RS;129;118
00434100297;ARACAJU SE;172;118
00434100298;BARRETOS SP;129;118
00434100299;TRES RIOS RJ;172;118
00434100300;S PAULO PCA PANAMERI;172;118
00434100301;RIO CANDELARIA;387;118
00434100302;RIO CAMPO SAO CRISTO;172;118
00434100303;RIO USINA;129;118
00434100304;RIO BAIRRO IPANEMA;258;118
00434100305;RIO ABOLICAO;215;118
00434100306;RIO ESTACAO RIACHUEL;172;118
00434100307;RIO RUA CAPITAO FELI;172;118
00434100308;RIO COPACABANA;215;118
00434100309;RIO MEIER;172;118
00434100310;RIO RUA SAO JOSE;129;118
00434100311;RIO LARGO HUMAITA;258;118
00434100312;RIO AV BRAS DE PINA;43;118
00434100314;RIO BAIRRO TAQUARA;172;118
00434100316;TOLEDO PR;129;118
00434100317;CACHOEIRO ITAPEMIRIM;129;118
00434100318;CAMPO MOURAO PR;215;118
00434100319;PASSO FUNDO RS;129;118
00434100320;RESENDE RJ;172;118
00434100321;UBERABA MG;129;118
00434100322;RIO VERDE DE GOIAS GO;215;118
00434100323;RIO GRANDE RS;129;118
00434100324;URUGUAIANA RS;129;118
00434100325;CARAZINHO RS;129;118
00434100327;CHAPECO SC;129;118
00434100328;PORTO ALEGRE FARRAPO;258;118
00434100330;STA MARIA RS;172;118
00434100332;RIB PRETO AV 9 DE JU;129;118
00434100333;S PAULO VERGUEIRO;172;118
00434100334;SALVADOR PITUBA;215;118
00434100335;CRUZ ALTA RS;129;118
00434100336;COLATINA ES;129;118
00434100337;VOLTA REDONDA RJ;215;118
00434100338;STA BARBARA D OESTE;172;118
00434100339;STO ANGELO RS;129;118
00434100340;STA ROSA RS;215;118
00434100341;ERECHIM RS;86;118
00434100342;ITUMBIARA GO;172;118
00434100343;SAO BORJA RS;86;118
00434100344;TERESINA PI;215;118
00434100345;SAO GABRIEL RS;215;118
00434100346;IJUI RS;215;118
00434100347;S PAULO ANTONIA QUEI;43;118
00434100349;S PAULO MARIA PAULA;172;118
00434100350;S PAULO JOAQUIM FLOR;172;118
00434100352;JUIZ DE FORA MG;215;118
00434100353;ALPINOPOLIS MG;258;118
00434100354;S PAULO N SENHORA DO;129;118
