CDC;Nome;Peso;Grade
00434102034;PLAT 2034 LEVES BLUMENAU;3672;213
00434102035;PLAT 2035 JEEP CAMPINAS;1944;213
00434102036;PLAT 2036 LEVES ESP SANTO;2808;213
00434102037;PLAT 2037 ITAUCRED RIO DUTRA;3024;213
00434102039;PLAT 2039 LEVES SP NORTE;5184;213
00434102042;PLAT 2042 ITAUCRED P PRUDENTE;1836;213
00434102043;PLAT 2043 LI RS;1512;213
00434102047;PLAT 2047 JLR BH;1728;213
00434102049;PLAT 2049 KIA/JEEP SP;4320;213
00434102743;PETROPOLIS PAULO BAR;216;213
00434102764;PLAT PVT TL HIGH RJ;648;213
00434102768;AG DIGITAL SUMARE 2;108;213
00434102770;SUP PVT BUSINESS MANAGEMENT;324;213
00434103250;PLAT MUTUARIO PAULISTA;3456;213
00434103251;PLAT MUTUARIO RJ;972;213
00434103322;CASCAVEL CARLOS GOME;108;213
00434104007;TRABALHISTA ADM E CONTROLE;108;213
00434104064;SUP TEC CONSIGNADO IC;1512;213
00434104068;SUP TEC ASSISTIDOS OPER;3456;213
00434104149;GER DIGITALIZ E MONITORAMENTO;216;213
00434104152;IBBA-GER OPERACOES TRANSF;108;213
00434104172;GER DE INSPETORIA;540;213
00434104184;DIR NEGOCIOS VAREJO-N S CO;216;213
00434104202;PLAT 4202 ITAUCRED FORTALEZA;2268;213
00434104203;PLAT 4203 JLR NATAL;2160;213
00434104215;AG DIGITAL IU SANTA CRUZ 10;108;213
00434104247;PLAT PVT HIGH BH;324;213
00434104252;PLAT PVT ULTRA CTB 1;432;213
00434104274;SUP ENG INFRA ESTRUT TI;324;213
00434104464;UNID CONTAB - WMS;108;213
00434104674;DIR NEGOCIOS VAREJO-GRANDE SP;1080;213
00434104728;UNID PLANEJ OPER T?TICO;108;213
00434104803;PLAT PVT ULTRA RJ 7;432;213
00434104846;UNID PROJETOS ORIG VEICULOS;972;213
00434104850;GER PAGAMENTO ARREC QUALIDADE;216;213
00434104881;SUP RIO DE JANEIRO 1;108;213
00434104979;UNID ASSUNTOS CORPORATIVOS;432;213
00434105011;PLAT 5011 FIAT SP II;5076;213
00434105012;PLAT 5012 FIAT SP I;5400;213
00434105013;PLAT 5013 FIAT P ALEGRE;2268;213
00434105014;PLAT 5014 FIAT FLORIANOPOLIS;3672;213
00434105015;PLAT 5015 FIAT CURITIBA;4212;213
00434105017;PLAT 5017 FIAT CAMPINAS;5616;213
00434105020;PLAT 5020 FIAT RIB PRETO;3780;213
00434105021;PLAT 5021 FIAT BH;5292;213
00434105022;PLAT 5022 FIAT BRASILIA;2484;213
00434105025;DIR NEGOCIOS VAREJO-RJ ES NE;216;213
00434105026;PLAT 5026 FIAT RECIFE;4104;213
00434105027;PLAT 5027 FIAT FORTALEZA;2808;213
00434105028;PLAT 5028 LEVES BELEM;2160;213
00434105035;PLAT 5035 FIAT MACEIO;3348;213
00434105045;PLAT PVT FAMILY OFFICE 2;108;213
00434105046;PLAT PVT ULTRA SP W5;108;213
00434105047;PLAT PRIVATE WM SP - W6;216;213
00434105048;PLAT PVT ULTRA RJ 4;216;213
00434105052;PLAT PVT TL  HIGH SP 3;1296;213
00434105053;PVT HIGH SP 1;108;213
00434105163;SUP RO ATACADO;108;213
00434105362;UNID ATEND SAC 1;108;213
00434105588;S J MERITI SAO PEDRO;108;213
00434105604;BH CARIJOS;216;213
00434105606;BRASILIA NOVA ASA NORTE;432;213
00434105607;SP MARCONI;108;213
00434105609;SAO LUIS C MOREIRA;216;213
00434105615;RIO CEASA GRANDE RIO;324;213
00434105657;CENTRALIZADOR FOLHA DE PGTO AP;108;213
00434105811;UNID COM DE TELEMARKETING;108;213
00434105862;GER HOMOLOGACAO E CONTRATOS;432;213
00434105880;SUP SOURCING;864;213
00434105950;SUP TEC GARANTIAS;1620;213
00434106013;SUP SIST FINANCIAMENTO;756;213
00434106070;DIR ANTIGA AVPC;756;213
00434106072;CENTRALIZADOR AG LARANJA;1944;213
00434106085;VOLTA REDONDA-RETIRO;216;213
00434106141;PETROPOLIS-RJ;324;213
00434106181;PETROPOLIS-IMPERADOR;324;213
00434106182;PETROPOLIS-ITAIPAVA;324;213
00434106183;VOLTA REDONDA-AV AMA;432;213
00434106184;VOLTA REDONDA P S GA;216;213
00434106198;MOGI MIRIM PB BAUMER;432;213
00434106229;PLAT 6229 PESADOS CURITIBA;2052;213
00434106230;PLAT 6230 PESADOS FLORIANOP;2268;213
00434106231;GOIANIA PB AMBEV A CEBR;108;213
00434106236;PLAT 6236 LEVES JUNDIAI;1944;213
00434106237;PLAT 6237 JLR MG INTERIOR;1296;213
00434106250;S J MERITI SHOPPING;108;213
00434106262;RESENDE PB AMAN;324;213
00434106266;PERSONNALITE COPA P3;324;213
00434106287;ITAPETINGA-BA;108;213
00434106292;CAMACARI CENTRO ADM;432;213
00434106306;UNID ATEND 30H 1;108;213
00434106309;PLAT 6309 PESADOS SAO PAULO I;1512;213
00434106310;PLAT 6310 PESADOS CAMPINAS;1944;213
00434106325;BELEM-BAIRRO MARCO;108;213
00434106328;SP METRO VILA MARIAN;108;213
00434106371;SP PB COM. MILITAR S;108;213
00434106376;ANAPOLIS - PQ DAS NA;216;213
00434106386;PLAT 6386 FIAT GOIANIA;3132;213
00434106400;GER DESENV INDUSTRIALIZADO-SP2;216;213
00434106404;SP SANTA MARCELINA;108;213
00434106410;SP METRO ANA ROSA;108;213
00434106412;GUARULHOS TABOAO;108;213
00434106453;SP VL CURUCA;108;213
00434106469;SP PCA SAMPAIO VIDAL;108;213
00434106478;PLAT 6478 PESADOS BH RJ;1728;213
00434106479;PLAT 6479 PESADOS R JANEIRO;1836;213
00434106484;CONTAGEM PB ABB BETIM;540;213
00434106488;CUBATAO PB FOSFERTIL PC;648;213
00434106523;PLAT 6523 CONC BLUM FLORIPA;1836;213
00434106525;PLAT 6525 LI FLORIPA;2592;213
00434106543;JEQUIE-BA;108;213
00434106545;VARZEA GDE-CENTRO NO;108;213
00434106552;PLAT 6552 PESADOS GOIANIA;1296;213
00434106561;RIO SHOPPING TIJUCA;324;213
00434106564;AGD PERSONNALITE SANTA CRUZ 7;216;213
00434106571;SORRISO-MT;108;213
00434106573;PLAT 6573 ITAUCRED C GOYTACAZ;2376;213
00434106596;MANACAPURU AM;108;213
00434106626;BH RUA ESPIRITO SANT;540;213
00434106629;CURITIBA REP ARGENTI;756;213
00434106635;VIAMAO PB AMBEV ACS;324;213
00434106647;SP NOVA PACAEMBU;540;213
00434106684;SP PB GOL TRANSP AEREOS;108;213
00434106687;LAURO FREITAS ESTR COCO;1512;213
00434106690;GUARULHOS BOM CLIMA;108;213
00434106698;P ALEGRE P RBS ZERO HORA;540;213
00434106717;DIR SOLUCOES MERC CAPITAIS;108;213
00434106767;SP RUA ZILDA;108;213
00434106827;DIADEMA PB INYLBRA;1620;213
00434106830;GUARULHOS B DOS PIME;108;213
00434106831;OSASCO PB ABB;972;213
00434106834;PARANAVAI MANOEL RIB;324;213
00434106837;PLAT 6837 PESADOS SP CAMPINAS;540;213
00434106838;PLAT 6838 LI BAURU;2268;213
00434106839;PLAT 6839 LI SJ RIO PRETO;756;213
00434106841;PLAT 6841 LEVES V REDONDA;2052;213
00434106843;PLAT 6843 REVENDA SP NORTE;4752;213
00434106844;PLAT 6844 CONC BRASILIA;1728;213
00434106845;PLAT 6845 CONC RIB PRETO;2808;213
00434106847;PLAT 6847 FIAT BELEM;2700;213
00434106855;SP AV JARDIM JAPAO;108;213
00434106873;GUARULHOS JD PRES DUTRA;108;213
00434106882;PLAT 6882 JEEP BELEM;1728;213
00434106883;PLAT 6883 ITAUCRED CHAPECO SC;1404;213
00434106884;PLAT 6884 ITAUCRED P VELHO;864;213
00434106885;PLAT 6885 FIAT MANAUS;2700;213
00434106886;PLAT 6886 PESADOS RIB PRETO;1728;213
00434106887;PLAT 6887 PESADOS CASCAVEL;1836;213
00434106888;PLAT 6888 JLR BELEM;1512;213
00434106889;PLAT 6889 LEVES OSASCO;2700;213
00434106910;AMERICANA VL MOLON;648;213
00434106912;MANAUS PB UNIMED;324;213
00434106917;UNID PROCESS TALAO DE CHEQUES;108;213
00434106924;CAMPINAS PB VIRACOPOS;216;213
00434106955;FORTALEZA PB COL 7 SET2;108;213
00434106963;GUARULHOS BAIRRO S JOAO;432;213
00434106964;NSRITA PB ELETR SELENIUM;108;213
00434106987;GOIANIA SETOR CAMPINAS;108;213
00434106991;JAB GUARARAPES PB EME;540;213
00434107113;SP NOVA MOOCA;540;213
00434107114;MACHADO ANTONIO CARLOS;540;213
00434107129;SP LAUZANE PAULISTA;108;213
00434107143;SP VILA ROMERO;108;213
00434107153;SP JARDIM SAO LOUREN;108;213
00434107155;GUARULHOS RUA CACHOE;108;213
00434107156;TAUBATE PONTE SECA;108;213
00434107168;PLAT 7168 LEVES SALVADOR;1296;213
00434107172;PLAT 7172 LEVES RECIFE;324;213
00434107179;SOROCABA PB HOSP UNI;648;213
00434107203;FLORIANO PI;108;213
00434107220;GUARULHOS PONTE GRAN;108;213
00434107225;SALVADOR ANTONIO CARLOS;540;213
00434107273;CHAPTER PRODUTOS 2;1512;213
00434107353;PLAT 7353 PESADOS RECIFE;1080;213
00434107354;PLAT 7354 ITAUCRED BH INTERIOR;1080;213
00434107355;PLAT 7355 LEVES CAMPINAS 2;1188;213
00434107356;PLAT 7356 ITAUCRED CURITIBA 2;1728;213
00434107358;PLAT 7358 REVENDA R JANEIRO 2;1296;213
00434107359;PLAT 7359 REVENDA SP SUL;2592;213
00434107361;PLAT 7361 CONC MG;216;213
00434107923;SUPERINT DE FINANCIAMENTOS PJ;324;213
00434107937;AREA CORPORATIVA ITAUSA;540;213
00434108423;GER OP DE AUTOMACAO BANCARIA;432;213
00434108464;SP EDUARDO COTCHING;216;213
00434108527;FORTALEZA GOMES MATO;108;213
00434108533;STO ANDRE VILA BOA V;108;213
00434108539;JUNDIAI NAIM MIGUEL;324;213
00434108746;RIO NOVA VILA MILITA;864;213
00434108784;MANHUACU BAIXADA;864;213
00434108812;GUARULHOS PB SERVCATER;216;213
00434108859;ITAQUAQUECETUBA PE J;108;213
00434108860;RIO MAGALHAES COUTO;108;213
00434108862;SAO GONCALO CARREFOUR;216;213
00434108863;NOVA VENECIA ES;108;213
00434109615;SUP REG PERSONNALITE 15;108;213
00434109622;SUP REG PERSONNALITE 16;108;213
00434110020;0020 SANTO ANDRE SP;108;213
00434110160;0160 SP BAIRRO STO AMARO;108;213
00434110228;0228 ITAPEVI SP;108;213
00434110551;0551 CARAPICUIBA SP;108;213
00434110756;0756 SP VL NOVA CACHOEIRINHA;108;213
00434110776;0776 SP BAIRRO SAO MATEUS;108;213
00434111192;1192 SP ITAIM PAULISTA;108;213
00434111626;1626 ITAQUAQUECETUBA SP;108;213
00434114001;PLAT ITAU-EMP CPO GRANDE 091;108;213
00434124601;AP BR REBOUCAS;216;213
00434133153;GER REGIONAL PP 3;108;213
00434134036;GER ENG SIST ABT MOVTO CONTAS;972;213
00434134037;SUP SIST PROD OPER ATACADO;540;213
00434134043;SUP ATEND SUP MICROINFO;5400;213
00434134053;DIR CTO INFRA E OPERACOES TI;540;213
00434134061;SUP SOLUC REDES E DATA CENTER;1080;213
00434134062;DIR DESENVOLVIMENTO SISTEMAS;324;213
00434134073;DEPTO SECRET COMIS TECNICAS;2376;213
00434134107;SUPERINT ESTUDOS FISCAIS;216;213
00434134121;SUP COML REG 54-ZON L/IPIRANGA;648;213
00434134147;SUPERINT MESA EMP PF PP NEGOCI;432;213
00434134155;DIR GERAL ITAUSA;216;213
00434134294;AREA DE TECNOLOGIA E OPERACOES;432;213
00434134314;UNIDADE SEGURANCA SAO PAULO 2;108;213
00434134325;SUP PROCESSOS BANCARIOS;216;213
00434134333;SUP TEC SIST COM EXTERIOR;756;213
00434134353;SUP SEGURANCA PESSOAL E PATRIM;108;213
00434134432;SUP SUSTENTABILIDADE NEG INCL;108;213
00434134449;AREA DE FINANCAS;324;213
00434134478;CENTRO TP - GOIANIA;108;213
00434134483;CENTRO TP - RIBEIRAO PRETO;108;213
00434134491;CENTRO TP - LONDRINA;108;213
00434134493;CENTRO TP - CAMPO GRAN;108;213
00434134498;CENTRO TP - SANTOS;108;213
00434134499;CENTRO TP - ABCD;108;213
00434134500;GPO TELEC - RIO/MINAS/NORDESTE;324;213
00434134517;SUP SAO PAULO 1;108;213
00434134529;SUP COML REG 53-PAULIS/BARUERI;108;213
00434134585;SUP OP NORTE NE;108;213
00434134589;SUP INTERIOR SP;216;213
00434134607;SUP NORDESTE;108;213
00434134623;SUP CENTRO NORTE;108;213
00434134672;SUPERINT COML EMPRESAS REG 15;108;213
00434134673;SUPERINT COML REG 77-AM;108;213
00434134688;UNID SEG ESTRATEG RIO-NORDESTE;324;213
00434134707;SUP COML EMP 2 REG 80;108;213
00434134709;SUPERINT COML EMPRESAS REG 09;108;213
00434134711;DIRETORIA DE CREDITO 1/2;108;213
00434134712;CENTRO TP - CEIC;108;213
00434134729;SUP OPER CC PGTOS ARREC E CHS;108;213
00434134744;ASS PRESID ITAUSA-T EUDORO;108;213
00434134747;CENTRO TP - LAPA;108;213
00434134748;CENTRO TP - ZONA LESTE;108;213
00434134820;SUP OPERACOES-RELACOES TRABALH;216;213
00434134865;SUP GESTAO COMERCIAL VAREJO;5832;213
00434134909;GER APOIO COML UPJ;216;213
00434134910;GER DISTRIB ASSET CORPORATE;216;213
00434134923;SUPERINT COML REG 50-CENTRO;108;213
00434134926;SUP ENGENHARIA E ADM PREDIAL;324;213
00434134971;HUB PARC RECUP CONS E IMOB;108;213
00434134992;SUP COML EMP 2 REG 88;108;213
00434134993;SUPERINT COML REG 44-PR NORTE;108;213
00434134994;SUPERINT COML REG 52-LITO/ABCD;216;213
00434134995;SUPERINT COML REG 68-SULFLUMIN;432;213
00434134996;SUPERINT COML REG 57-SPMOEMA;432;213
00434134997;SUPINT COML EMPRESAS 2 REG 08;108;213
00434134999;SUPERINT COML REG 63-RIO/NORDE;108;213
00434135001;SUPERINT COML REG 42-SANTA CAT;108;213
00434135017;GER PATROCINIOS E LIVE;108;213
00434135018;SUP MKT BRANDING IHOUSE;108;213
00434135032;SUPERINT OP SERV CORPORATIVOS;75168;213
00434135042;UNID SEG ESTRATEG SUL-NORTE;216;213
00434135044;SUP DE GESTAO DE TECNOLOGIA;108;213
00434135136;SUP SUPORTE MAINF & ANALYTICS;1944;213
00434135147;GER OPER CONTING DATACENTER;108;213
00434135162;DIR SERVS E PROCESSAMENTO;216;213
00434135164;AREA OPERACOES COML AGS (RS);9396;213
00434135209;SUP SUPORTE OP AT PERSONNALITE;108;213
00434135275;SUPERINT CAMBIO;108;213
00434135281;SUP REG PERSONNALITE 17;108;213
00434135291;DIR CIO  CANAIS CRED SEG;432;213
00434135325;DIR EXEC MARKETING;324;213
00434135327;DIR MARKETING ESTRATEGICO;648;213
00434135429;DIR PRIVATE BANK;1404;213
00434135433;GER CONTEUDO;108;213
00434135470;UNID COB ADM CRED IMOB;216;213
00434135502;SUP FUTURES E STOCK LENDING;216;213
00434135512;AREA ITAUCRED VEICULOS;324;213
00434135531;GER OPER REL TRABALHO-MG/CO/ES;108;213
00434135532;UNID OPER REL TRABALHO-N/NE;108;213
00434135534;UNID DE OBRAS 5;108;213
00434135579;SUPERINT COML REG 47-SC RS;108;213
00434135601;GERENCIA COMERCIAL - DSMC;324;213
00434135626;SUP RIO DE JANEIRO 2;108;213
00434135633;SUP CONTR AQUIS LIQ E PARC;216;213
00434135652;PRESID ITAU UNIBANCO HOLDING;432;213
00434135653;SECRETARIA PRES EXEC ITAUBANCO;108;213
00434135658;AREA CONTROLE ECONOMICO;216;213
00434135671;SUPERINT COML REG 26-MG SUL DE;324;213
00434135674;DIR JUR CONT ACOES ESP CRIMIN;108;213
00434135724;SUP HIGH ALPHA;108;213
00434135779;SUPERINT COML REG 67-PE RN PB;108;213
00434135836;GER BUSINESS CENTER;108;213
00434135879;SUP PLANEJ ESTRATEGICO DE RH;108;213
00434135903;SUP PARANA;108;213
00434135911;SUPERINT SUP CONTROLE PROCES;108;213
00434135926;SUP NORTE SUL;108;213
00434135948;DIR CRED MID CORP POL GOV DGA;540;213
00434135958;SUP TEC RECUPERACAO CREDITO;324;213
00434135974;SUP SIST CASH MANAG E COM EXT;432;213
00434136030;GER DISTRIB ASSET INSTITUCIONA;756;213
00434136049;SUP CRIM TRIB SUPERI CONS TRAB;108;213
00434136056;DIR EXEC COMMERCIAL BANKING;432;213
00434136058;GER ADM PREDIAL II;432;213
00434136059;DIR JURIDICA COMERCIAL;216;213
00434136070;AREA SEGUROS PREV E CAPITALIZ;216;213
00434136073;PLAT EMPRESARIO 1;108;213
00434136076;GER COM ICI PJ EMP REGIONAL 2;108;213
00434136081;SUP ASSUNTOS LEGAIS CRED IMOB;108;213
00434136087;SUP CONTR INT COMPL IBBA;108;213
00434136094;SUP PERSONNALITE;216;213
00434136095;SUP GESTAO DE FOLHAS E PABS;432;213
00434136102;GER MKT IMOB E CONSORCIO;108;213
00434136107;GER DE OBRAS DE AGENCIAS;324;213
00434136109;DIRETORIA DE TESOURARIA;216;213
00434136114;SUP COML REG 64-NO RJ/INT RJ 2;108;213
00434136115;SUP COML REG 62-SU RJ/INT RJ 1;108;213
00434136117;DIR NEGOCIOS VAREJO-INT SP MG;432;213
00434136118;SUP COML REG 61-ZONA OESTE/ES;324;213
00434136119;SUPERINT COML REG 58-CAMPOBELO;108;213
00434136122;COORD NOVA PLAT 1;216;213
00434136174;PLAT PODER PUBL GOIANIA 0147;540;213
00434136181;SUP TEC PROC TECNOLOG DE ATEND;108;213
00434136214;SUP PROCESSOS OPERACIONAIS;108;213
00434136235;SUP DE NEG E PLANEJ DO PATRIM;864;213
00434136242;SUP RISCOS OPERACIONAIS CORP;108;213
00434136254;UNID RELAC OPER EMPRESAS;432;213
00434136258;AREA ITAU ARGENTINA;108;213
00434136259;SUP DE ARQUITETURA DE TI;324;213
00434136278;CONSELHO DE ADMINISTRACAO;3672;213
00434136296;DIR CRED IMOBILIARIO B;432;213
00434136332;SUP PRODUCAO E GOVERNANCA TI;432;213
00434136376;SUPERINT COML REG 46-UMUARAMA;108;213
00434136385;SUP COML REG 25 MG BH/G VALADA;108;213
00434136397;SUP PODER PUBLICO;108;213
00434136401;WEALTH MANAGEMENT SERVICES;216;213
00434136404;DIR GLOBAL ASSET MANAGEMENT;108;213
00434136406;SUP COMERC INVESTI INSTITUC SS;1620;213
00434136456;BI-EQ;540;213
00434136508;PLAT PODER PUB S PAULO 0057;432;213
00434136565;SUPERINT JURIDICA-ART;216;213
00434136581;CEL PVT APOIO AO MARKETING;108;213
00434136612;GER PLAFIN WMS INTERNACIONAL;108;213
00434136616;GER EQ LT SALES TRADING INST;216;213
00434136620;UNID PROJ SISTEMAS E INTERNET;108;213
00434136621;SUP FINANC ATIVOS E PROJETOS;108;213
00434136631;SUP ACOMP NORMATIZACAO FISCAL;216;213
00434136640;GER SERVICO ATENDIM ESPECIAL;108;213
00434136676;UNID CONTROLE DE ACESSO;432;213
00434136687;SUP ASSIST MEDICA OPERACOES;324;213
00434136699;SUPERINT INVESTA;108;213
00434136700;SUPERINT COML REG 36-BELEM MA;216;213
00434136776;AGENCIA JAPAO;108;213
00434136786;DIR NEGOCIO EMP BUSINESS E PRO;432;213
00434136793;SUP COML ICI - PJ 1;432;213
00434136803;DIR CREDITO PESSOA FISICA;216;213
00434136865;UNID PLANEJ CONTR PATRIMONIO;216;213
00434136874;SUP DE FINANCAS CORPORATIVAS;108;213
00434136879;SUPT AGS REG 51-ZN/HIGIEN/LAPA;108;213
00434136910;SUP DE NEGOCIOS CAMBIO;108;213
00434136912;SUPERINT POLITICAS DE COBRANCA;108;213
00434136949;UNID SEG DO TRABALHO I;540;213
00434136953;SUPERINT COML ITAUCRED 1;216;213
00434137042;UNID GESTAO PAB 742 CLOD AMAZO;216;213
00434137101;COORD EQ LT RES CONSUMERGOODS;1296;213
00434137113;UNID GESTAO PABS 056 JUMANA;108;213
00434137119;GER CONSULTORIA AGENCIAS;4752;213
00434137122;SUP DESENV CANAIS DIGITAIS;1512;213
00434137124;SUP TEC E-COM APOIO E-BUSINESS;108;213
00434137126;SUP TECNOLOGIA INTERNET MOBILE;972;213
00434137143;GER ADM PREDIAL I;11016;213
00434137171;SUP CONSULTORIA TRIBUTARIA;108;213
00434137175;SUP CONTENC CIVEL-ACOES ESP;108;213
00434137194;UNID GESTAO PAB 585 B TIBAJI;108;213
00434137205;UNID GESTAO PAB 046 GUARULHOS;216;213
00434137211;DIR CRED IMOB E CONSORCIO;324;213
00434137239;UNID GESTAO PAB 160 STO AMARO;108;213
00434137249;UNID GESTAO PAB 257 DIADEMA;108;213
00434137262;GER DES INDUSTRIA SIST LEGADO;108;213
00434137265;SUPERINT OPER DE TESOURARIA;108;213
00434137266;UNID CONSULTORIA JURIDICA;108;213
00434137272;AREA NEG OPER DE CARTOES CRED;216;213
00434137280;UNIDADE SEGURANCA SAO PAULO 1;108;213
00434137350;GER DE ADM DE CONSORCIO;864;213
00434137364;SUPERINT OPERACOES AUDITORIA;972;213
00434137433;CEL ITAU CARTOES;216;213
00434137439;SUP OFICIOS RELACOES EXTERNAS;432;213
00434137451;SUPERINT RENDA FIXA;108;213
00434137452;SUPCIA RENDA VARIAVEL 2;216;213
00434137457;DIR PATRIMONIO SUPRIMENTOS;108;213
00434137458;DIR DE OPERACOES EMPRESAS;216;213
00434137459;SUP ATD EMPRESAS CASH OPB;108;213
00434137467;SUP GEST PORT CIB TESO OP ATAC;216;213
00434137496;SUP GESTAO DIVERSID E INTEGRAC;108;213
00434137513;AREA DE AUDITORIA;108;213
00434137515;SUPERINT COML REG 59-GUARULHO;864;213
00434137546;SUP COML REG 24-MG CONTAGEM/BE;216;213
00434137553;SUP PESQUISA ECON ESTRATEGICA;108;213
00434137611;SUP RELACOES DO TRAB/SIND E CC;108;213
00434137665;SUP PRODUTOS DE CREDITO;108;213
00434137733;UNID SEGURANCA-GOIANIA;108;213
00434137808;SUPERINT JURID TRABALH PREVID;432;213
00434137810;COORD PLAN REDE DE AGENCIAS;216;213
00434137837;SUPERINT COML REG 41-POA LITO;216;213
00434137841;SUPERINT COML REG 56-SPPINHE;108;213
00434137859;AREA CONSULTORIA JURIDICA;108;213
00434137875;SUP OPER RENEG SUP COB;108;213
00434137899;SUPERINT COML REG 44-PRCENTRO;216;213
00434137938;ORGAO ASS PRESID ITAUSA-CEIC;108;213
00434137948;SUP PROJ ESP CONS JURIDICA SPC;108;213
00434137949;SUP PRODUTOS MASSIFICADOS;108;213
00434138009;SUPERINT COML REG 43-CURITIBA;216;213
00434138026;SUP CIC CORPORATIVO;1404;213
00434138027;GER DE ADM DE BENS MOVEIS;540;213
00434138049;SUPERINT SERVS GESTORES ATIVOS;216;213
00434138092;DIR CONTR FISCAL SOCIETARIO;432;213
00434138093;SUP REPORTES FINAN REG E SUST;108;213
00434138109;SUP DE DESIGN;108;213
00434138119;AREA DE RISCOS;216;213
00434138131;SUP GEST ESTRATEGICA;108;213
00434138148;UNID PROCESSOS DE CRED IMOB;108;213
00434138170;PLAT PODER PUB LONDRINA 0109;108;213
00434138202;GER K-CRED DEALERS E ATENDIMEN;6372;213
00434138205;PLAT PODER PUB CASCAVEL 3838;108;213
00434138206;SUPINT COML EMPRESAS 2 REG 02;108;213
00434138207;SUPINT COML EMPRESAS 2 REG 01;216;213
00434138223;DIR PROD SOLUCOES INVESTIDORES;648;213
00434138224;SUPERINT COM EMPRESAS 3 REG 11;108;213
00434138230;SUPERINT COML EMPRESAS  REG 1;216;213
00434138232;SUP PRODUTOS E PROJETOS DE TI;756;213
00434138285;DIR RELAC INSTIT COMUN CORPOR;216;213
00434138288;DIR NEGOCIOS EMP TOP BUSINESS;540;213
00434138323;CCOM VAREJO E ATO;108;213
00434138368;SUP  PESQUISA E ANALISE DE MER;324;213
00434138388;SUPERINT COML REG 42 POA-CTB;216;213
00434138421;SUP COML EMP TOP REG 04;108;213
00434138425;SUP OPERACAO DATACENTER;972;213
00434138427;GER IMP EFICIENCIA E TANGIVEIS;108;213
00434138437;SUP OP CYBER SECURITY;1944;213
00434138445;DIR DE CONTROLE FINANCEIRO;216;213
00434138448;PLAT PODER PUB CURITIBA 3892;648;213
00434138480;SUP OPER PREV GARANTIAS ESCRIT;108;213
00434138487;SUP PROD ESTRUT E LP EMPRESAS;108;213
00434138518;AREA JURIDICA INSTITUCIONAL E;432;213
00434138553;GER EMPREENDIMENTOS II;324;213
00434138562;SUP TEC APOIO A CRM;108;213
00434138569;GER PLAN COMPLIAN CRED IMOB;108;213
00434138584;REG LOJAS INDEPENDENTES 3;1728;213
00434138603;ASS AREA RACIONALIZACAO;108;213
00434138632;UNID MANUT AGENCIAS RJ;108;213
00434138654;SUP DE CANAIS DE COBRANCA PF;108;213
