CDC;Nome;Peso;Grade
00434137553;SUP PESQUISA ECON ESTRATEGICA;158;117
00434137651;GER DE PATRIMONIO DE AGENCIAS;1738;117
00434137975;GER POL CRED IMOB CON E MICROC;948;117
00434138093;SUP REPORTES FINAN REG E SUST;2054;117
00434138109;SUP DE DESIGN;158;117
00434138119;AREA DE RISCOS;316;117
00434138232;SUP PRODUTOS E PROJETOS DE TI;158;117
00434138285;DIR RELAC INSTIT COMUN CORPOR;1106;117
00434138323;CCOM VAREJO E ATO;158;117
00434138368;SUP  PESQUISA E ANALISE DE MER;158;117
00434138427;GER IMP EFICIENCIA E TANGIVEIS;948;117
00434138445;DIR DE CONTROLE FINANCEIRO;1580;117
00434138459;GER ANALISE CONTINGENCIA FISC;316;117
00434138475;SUP ORCAMEN E RESULT GERENCIAL;2054;117
00434138518;AREA JURIDICA INSTITUCIONAL E;474;117
00434138591;UNID DADOS PLAN EST REG;1738;117
00434138664;SUP CONSIG DOCS E IMPRESSAO;158;117
00434138699;GER RO CARTOES;1580;117
00434138728;GER DE RESULTADOS WMS;316;117
00434138741;GER DE SEGURANCA-ADM CENTRAL;4108;117
00434140335;SUP JUR NEGOCIOS VAREJO DADOS;4582;117
00434140337;GER SOURCING;316;117
00434140338;GER MANUT FACILITIES E OBRAS;158;117
00434140360;GER GESTAO DE ESCRITORIOS;158;117
00434140517;GER PLAN FINANCEIRO CARTOES;316;117
00434140519;GER EST ANALISES FINANCEIRAS;790;117
00434140521;UNID JUR COBRANCA;158;117
00434140532;GER PLAN FIN CONSOLID NEGOCIOS;632;117
00434140533;UNID PLAN FIN CAP E SEG TERC;158;117
00434140655;PLAT UNICLASS 8134;158;117
00434140705;DIR GEST DEM OBZ KAIZEN TELEM;632;117
00434140738;UNID RO E COMPLIANCE EMEA;948;117
00434140749;GER COML CRED IMOB CANAIS EXT;158;117
00434140769;GER RELACIONAMENTO SUSEP;158;117
00434140773;UNID AUTOMACAO PROC CONT 2;158;117
00434140775;COORD CLIENTE DEALER;1106;117
00434140776;HUB CONSORCIO ESTUDOS E MERCAD;316;117
00434140779;UNID CONCORRENTES E ORCAMENTO;158;117
00434140781;UNID RO TI INFRA E OPERACOES;158;117
00434140810;UNID FACILITIES ADM CENTRAL II;474;117
00434140825;GER COBRAN JUD CONT ATACADO;316;117
00434140837;COORD PROJ REDE DE AGENCIAS;316;117
00434140968;COORD JUR INTERNACIONAL;1580;117
00434140969;GERENCIA DE PREPOSTOS;3160;117
00434141539;COORD COMPRAS EXPRESSAS II;948;117
00434141543;UNID GESTAO CONTRATOS SERV COR;790;117
00434141725;UNID PROJ PF ANALYTICS E INOVA;1106;117
00434141816;COORD ADESAO E ENCERRAMENTO;632;117
00434141821;UNID PLAN FIN OPER E ATEND;474;117
00434141824;UNID RISCOS FINAN SEG E PREV;474;117
00434141825;UNID DE POLITICAS;158;117
00434141844;GER ESC G PATR PERSON ALPHAVIL;158;117
00434141877;COORD GEST DE DEMANDAS SEG;316;117
00434141915;UNID DE PLANEJAMENTO;316;117
00434141951;UNID RENTABILIDADE;1738;117
00434141963;UNID PRECO CREDITO E ESTUDOS;158;117
00434141975;SUP GESTAO DE ATIVOS;14378;117
00434142013;COORD CAPACITACAO;948;117
00434142021;UNID GESTAO PRODUTOS;632;117
00434142060;GER TANGIVEIS;158;117
00434142115;GER JURIDICO CONTENCIOSO;316;117
00434142142;GER HUB DIGITAIS E PARCERIAS;158;117
00434142148;GER ESTRATEGIA PRIVATE;158;117
00434142368;GER JUR DADOS TEC E OP BANKING;474;117
00434142369;UNID JUR PODER PUBLICO;158;117
00434142370;UNID QUALIDADE ATIVOS PJ;158;117
00434142372;UNID JORNADA CLIENTE ROTATIVOS;632;117
00434142377;UNID JORNADA CLIENTE GIRO;158;117
00434142379;UNID OPERACOES MESA;158;117
00434142381;UNID MESA PRECOS ATIVOS E2 E3;158;117
00434142382;UNID PRICING CLIENTE;158;117
00434142409;UNID DE PROJETOS ESPECIAIS;316;117
00434142414;COORD AQUISICAO SELLERS IUPP;158;117
00434142418;SUP RO VAREJO;632;117
00434142420;UNID DE FUNC BANCARIO;790;117
00434142422;DIR EXEC DE SIST E ARQ;9480;117
00434142509;GER REGULATORIA DE OPERACOES;158;117
00434142585;GER PLAT FIAT RECIFE;948;117
00434142698;SUPERINT COM REG 70 IU DIGITAL;474;117
00434142724;GER PLAN FIN DPCA E METAS;1106;117
00434142725;GER PLAN FIN OPER E ATEND;632;117
00434142779;COORD VENDA DE BENS E EQUIP;632;117
00434142781;UNID RO CERT ACVIC REDE ATEND;474;117
00434142782;UNID CERTIF SOX CORPORATIVO;1580;117
00434142785;UNID CI CAMBIO;158;117
00434142786;UNID RO CRED E COBR NAO COR;948;117
00434142796;GER NEGOCIOS PJ;158;117
00434142797;UNID GESTAO PRODUTOS PJ;316;117
00434142839;UNID PROJ VIC MC E RISCOS;1106;117
00434142858;GER JUR COBRANCA;1106;117
00434142859;GER JUR E ESTRAT IMOB E SEG;632;117
00434142930;SP ADM-CEIC-T ITSEG EGYDO CONC;1264;117
00434143069;UNID RO FINANCAS I;158;117
00434143152;HUB SUPORTE COMERCIAL;3318;117
00434143352;CHAPTER INCENTIVOS;790;117
00434143353;UNID COMUNIC E CAPACIT;158;117
00434143366;UNID PROJ PRODUTOS E WORKFLOW;1106;117
00434143391;UNID FINANCAS ATACADO;158;117
00434143392;GER CANAL DIGITAL E GOV PRODUT;948;117
00434143399;SUP ACOES CONTR PRO VARA CIVEL;4740;117
00434143403;UNID DE QUALIDADE CONTABIL;316;117
00434143411;GESTAO CONTABIL SEGURADORAS;474;117
00434143441;SUP JUR INTL PP SAMB SEG E PRE;790;117
00434143591;COMERCIAL MESA PF I;474;117
00434143593;RELAC COMER E MESA DE SOLUC PJ;1264;117
00434143598;KAIZEN & LEAN;158;117
00434143599;UNID AVAL INVEST E IMPAIRMENT;158;117
00434143629;HUB GOVERNANCA;474;117
00434143635;COORD DE GESTAO DE ATIVOS;474;117
00434143637;COORD MODELAGEM E PRECIFICACAO;158;117
00434143638;COORD PROJETOS E PROCESSOS;632;117
00434143647;UNID CONTR CARTOES/REM PARC;158;117
00434143648;UNID PLAN FINANCEIRO CARTOES 2;2528;117
00434143650;UNID RO FINANCAS II;474;117
00434143651;UNID PRO CIVEL;316;117
00434143670;UNID RO ATENDIMENTO;316;117
00434143711;UNID DESENHO SUP E PROC COBR;1264;117
00434143727;UNID RO CERT REMOTA VAREJO;632;117
00434143733;UNID CONTRA COBRANCA;1264;117
00434143740;COORDENACAO DE QUALIDADE;158;117
00434143742;COORD DE DADOS TRABALHISTAS;1106;117
00434143780;UNID ESTUDOS ORCAMENTARIOS II;474;117
00434143793;UNID FINANC CONT FISCAIS;1422;117
00434143811;UNID POLITICAS CONTAB VAREJO;790;117
00434143818;UNID COMUNICACAO E CAPACITACAO;158;117
00434143821;UNID PLD;474;117
00434143822;GER DE INTEGRIDADE E POLITICAS;948;117
00434143849;UNID PLAN FIN AREA DE RISCOS;632;117
00434143855;UNID PLAN FIN OPER E TI;316;117
00434143863;GER PLANEJ DADOS TRABALHISTAS;1896;117
00434143864;GER ACORDO CCV ESTRAT GESC;3950;117
00434143865;GER OPERACOES TRABALHISTAS;1422;117
00434143867;COORD PMO ENGENHARIA CARTOES;158;117
00434143885;GER NEGOCIOS CRED IMOB;1106;117
00434143887;SUP FRANQ CENTRAIS ATENDIMENTO;2370;117
00434143896;GER CRED IMOB COML IMOB II;158;117
00434143897;GER COML CRED IMOB CANAIS EXT;158;117
00434143911;SUP JUR SOC CT PI IMB VEI CNSG;3476;117
00434143912;GER JUR SOC GOV MKT PI TER SET;632;117
00434143925;UNID GOV INCENTIVOS RO;316;117
00434143929;UNID PROJETOS AUTOMACAO I;158;117
00434143947;UNID METODOS E ENG PROCESSOS 1;316;117
00434144214;UPSA-1610 SP XXV DE MARCO;6636;117
00434144253;GER COMUNIC E CHANGE MANAG;158;117
00434144254;UNID ATENDIMENTO FISCAL;158;117
00434144405;GER JUR M-A;790;117
00434144426;SUP ATENDIMENTO DIGITAL;158;117
00434144444;UNID CRCC;158;117
00434144471;UNID PLAN FIN OPER ATACADO;474;117
00434144477;UNID FERRAMENTAS RO;790;117
00434144541;UNID COMMAND CENTER INTERNAS;158;117
00434144548;UNID RO JURIDICO E OPERAC I;1738;117
00434144549;GER DE RISCOS DE TECNOLOGIA;2528;117
00434144551;UNID DE AUTOMACAO E DADOS;158;117
00434144553;UNID PLAN FIN DPCA E METAS;948;117
00434144554;UNID PLAN FIN PATR E COMPRAS;790;117
00434144566;COORD CUSTO E CONTR LOGIS CART;632;117
00434144600;GER ENDOMARKETING;158;117
00434144626;UNID CANAL DIGITAL E DADOS;316;117
00434144636;UNID GEST PLATAFORMAS SERV DIG;158;117
00434144647;DIR NEGOCIOS VAREJO-AG DIGITAL;158;117
00434144708;UNID POLITICAS CONTAB ATACADO;158;117
00434144821;COORD QUALID TES FRONT;158;117
00434144832;UNID GEST RISCOS OPER ATEND;158;117
00434144836;COORD OPER AUTOMACOES;158;117
00434144921;UNID CCV E ACORDOS TRABALHISTA;158;117
00434144932;COORD ENG FOUNDATION CA ASSIST;790;117
00434144941;SUP PROJ E PLANEJ DE ATEND;158;117
00434144990;COORD PROJ TRANSFORMACAO II;3160;117
00434144996;GER PLANEJAMENTO;158;117
00434145014;COORD VENDOR PROCESSOS E DADOS;1580;117
00434145015;COORD SIST REG E FORMALIZACAO;158;117
00434145037;UNID TARIF SEGUROS E CAP;158;117
00434145209;GER PROGRAMAS DE TALENTOS 2;158;117
00434145254;UNID ANALYTICS PRO TRAB;158;117
00434145318;GER PROJETOS DE TRANSFORMACAO;316;117
00434145326;UNID GOVERNANCA MECS;158;117
00434145329;COORD CONSULTORIA DADOS 1;158;117
00434145350;SUP TEC INDICADORES;158;117
00434145352;UNID PLAN RESULT SERV DIG;790;117
00434145354;GER PLANEJ FINANC REDE;316;117
00434145395;UNID ATD DIG PLA E NOVOS CHATS;316;117
00434145410;UNID INFORMACOES;158;117
00434145412;COORD EFICIENCIA E RISCOS AG F;158;117
00434145442;COORD ANALYTICS E INSIGHTS;316;117
00434145458;SUP RO VAREJO AGL PF PJ PP AJI;1264;117
00434145487;UNID COMPRAS TECNOLOGIA I;474;117
00434145495;COORD DE REG E VENDA DE VEIC;474;117
00434145567;GER RO CAPITAL FINANCAS E RI;158;117
00434145570;UNID CANAIS II;158;117
00434145575;GER RO IC/ NEG DIGITAIS;158;117
00434145576;UNID RO IC;158;117
00434145583;UNID RO AP E PRO TRAB;474;117
00434145606;COORDENACAO DE PCP E COE;1422;117
00434145608;PRODUTOS EXPERIENCIA VENDEDOR;474;117
00434145610;SUP ESTRATEGIA CUSTOS E TEMPOS;158;117
00434145624;TRAINEE;158;117
00434145673;GER POL CRED E RISCO REDE;632;117
00434145700;DIR COMPLIANCE CORPORATIVO;316;117
00434145701;DIR RISCO OPERAC;1580;117
00434145766;UNID GESTAO FINANCEIRA;158;117
00434145816;COORD APOIO FORMAL IMO CONS;158;117
00434146273;PLAT ITAU EMP BUS 1000 SP ESTA;632;117
00434146650;GER PROJETOS DE ATENDIMENTO;1422;117
00434146651;GER BO CANAIS CRITICOS PF PJ;316;117
00434148359;GER COMPRAS TECNOLOGIA IV;158;117
00434148389;UNID COMPL SEG CONSORCIO IMOB;158;117
00434148562;UNID CI IMOB E CONS OPERACOES;1580;117
00434148621;COORD CADASTRO POSITIVO E GIC;316;117
00434148643;UNID PLANEJ E GOVERN COMPL;158;117
00434148663;SUP CONTROLE FINAN FUND INST;1106;117
00434157544;COORD GESTAO DE DADOS SOLUCOES;2528;117
00434157639;UNID PLANEJ PERFORMANCE EXT 1;316;117
00434157642;GER INDICADORES DE TI;1738;117
00434157646;GER GESTAO OFERTA RELACIONAMEN;316;117
00434157653;SUP PLANEJAMENTO OPS E KAIZEN;1264;117
00434157687;AREA DE FINANCAS;158;117
00434159082;HALL 3720 CURITIBA AV AGUA VER;158;117
00434160800;CHAPTER VENDAS;3318;117
00434160900;UNID ADIT IMOVEIS;158;117
00434160902;SUPCIA NEGOCIOS CRED IMOB;2686;117
00434160962;GER PLAN FIN PESSOAS;316;117
00434161267;SUP JUR M-A PROP CONC;2054;117
00434161268;SUP JUR BCO VAREJO PGTO DADOS;1106;117
00434161270;COORD PLAN SERV CORP E ATIV;2528;117
00434161317;SUP FRANQUIA COMERCIAL;158;117
00434161505;SUP OUVIDORIA PLANEJ E PROJET;3002;117
00434161525;UNID ASSES ADM JUR E OUVIDORIA;474;117
00434161534;COORD SOLUCOES COLABORACAO;632;117
00434161538;COORD OP TELECOM AGENCIAS MM;790;117
00434161830;COORD PRJ ENGENHARIA CARTOES 2;158;117
00434161886;CEL ALTO ATRITO 1;158;117
00434161895;GER ATEND ALTO ATRITO;158;117
00434161897;SUP TEC PAGAMENTOS;474;117
00434161911;UNID ARQUIVO GERAL;790;117
00434161913;GER DE ACOES COL E ASSUN CORP;316;117
00434162105;UNID FRAUDE E SEG PATR;316;117
00434162139;UNID POL CA INF DIS DIS CANAIS;158;117
00434162155;UNID OBRAS E LOCACOES SSC;2212;117
00434162206;DIR EXEC DE PROJ E PLANEJ;790;117
00434162238;UNID DE SUP E OPER DE ROTEIRO;790;117
00434162456;UNID GOVERNANCA GEST DEMANDAS;158;117
00434162457;COORD PRODUTOS CORE;632;117
00434162458;COORD PRJ ENGENHARIA CARTOES 1;3792;117
00434162490;CHAPTER PLANJ E GESTAO COML;474;117
00434162505;UNID PLANO CONTAS E CAD CORP;316;117
00434162528;UNID AUTOMACAO E DADOS RO;1738;117
00434162529;GER TRIBUNAIS SUPERIORES;948;117
00434162540;UNID RO MONIT CARTAO;316;117
00434162597;GER GESTAO DE CRISES CORPORAT;2370;117
00434162973;SUP COML ITAU UNICLASS 07;790;117
00434163039;UNID PLANEJAMENTO DE ESPACO;7742;117
00434163041;MARCEP;158;117
00434163044;UNID REPRES MERCADO;158;117
00434163083;COORD OPERACOES TRABALHISTAS;158;117
00434163267;COORD ESTRAT DE QUALIDADE;158;117
00434163268;COORD PROJETOS MELHORIA PROD;158;117
00434163351;UNID PROC DE DADOS;1264;117
00434163515;GER COBR IMOB E CONSOR;474;117
00434163962;PRODUTOS;158;117
00434164107;PLAT UNICLASS 8210;158;117
00434164226;UNID PARAMETR CREDITO PF E PJ;948;117
00434164227;UNID CONTROLE E GOVERNANCA;948;117
00434164235;GER FB COBR E VAREJO;1106;117
00434164263;UNID SEG OPERACIONAL I;158;117
00434164264;UNID SEG OPERACIONAL II;158;117
00434164287;COORD GESTAO PRJ E QUALIDADE;158;117
00434164301;GER CRM RESULTADOS PF;948;117
00434164302;GER CRM IP;316;117
00434164324;GER PRODUTOS ADQUIRENTE;474;117
00434164360;UNIDADE DE RENTABILIDADE BPF;158;117
00434164365;COORD PRODUTIVIDADE DE TI;632;117
00434164402;UNID MONITORIA QUALIDADE 2;158;117
00434164406;UNID PROC ATIVIDADES CORP;1264;117
00434164407;UNID REG INFOR SOC BIBLIO JUR;1422;117
00434164415;UNID PROJ CANAIS E ELETRONIZAC;474;117
00434164416;COORD RELAC TI  PROC OPER;158;117
00434164421;UNID GESTAO RISCO OPER RECUP;948;117
00434164431;GER PARAM CRED COB E PROC CRED;158;117
00434164433;UNID PROCESSOS CREDITO;790;117
00434164545;GER ENG CANAIS PAGAR RECEB PF;474;117
00434164573;GAE-CORPORATIVO;316;117
00434164592;GER ANALISE DE MERCADO;632;117
00434164619;GER ENG CUSTOMER INFORMATION;316;117
00434164626;GER ATEND FISCAL QUAL SUBSIDIO;790;117
00434164645;SUP GEST FISCAL SOCIETARIA;10112;117
00434164694;UNID GESTAO DE FORNECEDORES;1422;117
00434164695;UNID PLANEJ INFRAESTRUTURA;1896;117
00434164705;UNID OPER CENTRALIZADA;158;117
00434164706;GER GOV METODOLOGIA RO;316;117
00434164707;SUP PLANEJ FINAN BCO VAREJO;316;117
00434164732;UNID DISTRIBUICAO;2370;117
00434164733;UNID ENG PROCESSOS E PLANEJ;948;117
00434164785;UNID PROCESSOS E QUALI DEMANDA;2844;117
00434164942;COORD ENG INTEG CONECT DIGITAL;158;117
00434164952;GER TRIB CONTENCIOSO FEDERAL;316;117
00434164957;GER GESTAO CONT NEGOCIOS;1422;117
00434165014;UOP 7550 JAU PREF MUNICIPAL;158;117
00434165078;GER SEGURANCA;1738;117
00434165107;SUP CRM PJ E NCC;158;117
00434165115;GER PROC E PROJ CREDITO EMP;474;117
00434165119;GER PRODUCAO E LOGISTICA;474;117
00434165120;GER RELACIONAMENTO CLIENTE PF;316;117
00434165121;DIR JURIDICO CONTENCIOSO CIVEL;10744;117
00434165124;SUP JUR CONS SEG PP AMB TRAB;6478;117
00434165167;UNID CRED IMOB CONV PERSON 2;3002;117
00434165168;GER NEG CONVERSAO CRED IMOB IA;632;117
00434165273;UNID FUNC BANCARIO E AVCB;158;117
00434165277;UNID ANALYTICS I;474;117
00434165487;COORD OPERACOES TERCEIROS;474;117
00434165567;SUP NUCLEO RELAC ITAU UNICLASS;158;117
00434165635;COORD GEST PORT QUAL C CRED AT;158;117
00434165640;UNID CREDITO CONTA ON LINE;158;117
00434166143;UNID OP SISTEMAS E PLATAFORMAS;158;117
00434166151;UNID MELHORIAS DE PROCESSOS;158;117
