CDC;Nome;Peso;Grade
00434131258;GER REG AGE-REG 53-ITA OLIMPIA;11;108
00434131262;GER REG AGENCIAS-REG 54-MOOCA;22;108
00434131264;SUP CLIENTES;4059;108
00434131269;UNID ENG DE DADOS E SOLUCOES;33;108
00434131273;UNID MONITORAMENTO EMP 4;11;108
00434131280;COORD IMPLANTACAO INFRA DISTR;11;108
00434131283;UNID SUITABILITY E CONDUTA;88;108
00434131285;GER COM SUPORTE ICI REDE E IU;33;108
00434131286;UNID ORIGINACAO IMOVEIS;22;108
00434131287;GER DE PROJETOS AP;165;108
00434131289;SUPERVISAO CANAIS CRITICOS 2;44;108
00434131296;RECUPERACAO PARCEIROS VAREJO;22;108
00434131297;UNID COBR BPF PERSON IC IPVA;110;108
00434131298;UNID PLANEJAMENTO ESTRATEGICO;176;108
00434131299;UNID COB OPER PROD GARANTIA;99;108
00434131300;GER LONG ONLY;11;108
00434131302;GER ESTRATEGIA DE PRODUTOS;33;108
00434131303;UNID PORTFOLIO;22;108
00434131304;GER SOLUC PREVENCAO A FRAUDES;121;108
00434131306;CAIXAS ELETRONICOS ITAUBANCO;88;108
00434131364;PLAT UNICLASS 2187;11;108
00434131485;PLAT UNICLASS 3769;11;108
00434131584;PLAT UNICLASS 4926;11;108
00434131765;PLAT UNICLASS 5550;11;108
00434131882;COMUNIDADE CONSORCIO;132;108
00434131888;COORD GESTAO NIVEL SERVICO TI;22;108
00434131895;COORD ENG TI SEGURANCA IV;176;108
00434131896;COORD EVOLUCAO DE NEGOCIOS;55;108
00434131898;UNID EST TPO AG LARANJA PERSON;440;108
00434131904;COORD OFERTA INTEGRADA;11;108
00434131906;COOR ENGEN CONS/DIGITAL E PAGA;33;108
00434131907;COORD PROJ ITAU BMG CONSIGNADO;22;108
00434131915;GER SOL BANCO DE DADOS;308;108
00434131916;GER RECURSOS E SOLUC DE MICRO;737;108
00434131918;COORD PROCES E IND OUTSOURCING;88;108
00434131919;SUP SOLUCOES INFRA DIGITAL;2871;108
00434131921;GER GESTAO INTEGRADA CTO3;66;108
00434131922;GER DE INTEGRACAO DE TI;1155;108
00434131927;SUP ENG DE PROJ DE INFRA DE TI;154;108
00434131930;GER SOLUCOES DISTRIBUIDA;396;108
00434131931;GER SOLUCOES REDES;3179;108
00434131932;GER UNIF VOZ ATENDIMENTO;220;108
00434131942;CEL SERVICOS;121;108
00434131950;CH PRODUTOS RECEBIM E CONC 1;22;108
00434131951;GER AUDIT TI PROD PROC ATACADO;22;108
00434131952;UNID RO CORRETORA;22;108
00434131954;UNID GOV RISC PP E PGTO INSS;66;108
00434131955;UNID PRODUTOS E PROJETOS;99;108
00434131956;UNID GEST DE INFORMACAO;33;108
00434131957;COORD DEC SCI AG E PROD VAREJO;121;108
00434131960;GER CONS ARF AUD APNP;99;108
00434131961;COORD PROCESSOS TRABALHISTA;242;108
00434131966;GER ESTRATEGIA RECUPERACAO PF;231;108
00434131968;COORD UPLOAD;11;108
00434131970;GER RO VALID MOD MERC LIQ;22;108
00434131972;UNID QUALIDADE PAG ISS;77;108
00434131975;APJ 7952 GUARAPARI MUQUICABA;11;108
00434131984;UNID MIS;22;108
00434131986;ESPACO ATEC CENTRO EMPRESARIAL;33;108
00434131987;COORD GEST PORT ATEND DIGITAL;253;108
00434131988;COORD GEST PORT CORP;55;108
00434131992;GER GEST PROJETOS FINANCAS;176;108
00434131997;GER ENG SISTEMAS PESSOAS 1;55;108
00434131999;SUP GES PORTF PGTO EMP SIMPLES;627;108
00434132001;GER ENG SOFT INTEGRACAO FINANC;154;108
00434132002;GER GEST PORT RISCOS E CAPITAL;22;108
00434132007;COORD COMUNICACAO INTEGRADA TI;99;108
00434132009;COORD SUPORTE MONITORA HOMOLOG;66;108
00434132010;COORD ESTUDOS E EFICIENCIA;132;108
00434132011;COORD DESENV COMUNIDADES;99;108
00434132014;COORD OPEN SOURCE PGM OFFICE;121;108
00434132019;COORD CAN FIN INST MEIOS PGTO;44;108
00434132020;COORD CAN FIN INST MEIO PGTO 2;66;108
00434132021;COORD PROJETOS INSTITUCIONAIS;11;108
00434132023;GER CUSTOMER INSIGHTS;77;108
00434132025;ESTRATEGIA DE CANAIS E GROWTH;22;108
00434132027;COORD UX ITI 1;88;108
00434132028;COORD USO PJ;33;108
00434132031;GER QUAL PROCES SIST SUAT;77;108
00434132032;GER ENGENHARIA CONTACT CENTER;132;108
00434132033;COORD ENG TCX CONTROLE AGENCIA;253;108
00434132034;GER QUAL SIST IMOB VEIC CONSIG;308;108
00434132036;GER ENG PLAT OPERACIONAIS;165;108
00434132037;GER ENG AT DIGITAL E AVI;154;108
00434132049;UNID VALIDACAO COTAS DIURNO;22;108
00434132054;SUP PLANEJAMENTO DE COBRANCA;11;108
00434132057;UNID POLITICAS ATRASO LONGO;11;108
00434132060;UNID PLANEJ CANAL COMERC EMPS;297;108
00434132061;GER JUR EMP ATACADO;165;108
00434132062;RECUPERACAO JURIDICA PJ E PF;242;108
00434132063;UNID JUR COBRANCA E IMOB;55;108
00434132066;GER COMP PER FISC CRED SUPORTE;33;108
00434132067;GER DIREC MIDDLE E CORP 2 SP;22;108
00434132072;GER CASH MIDDLE 3 CHAPECO;11;108
00434132073;GER CASH MIDDLE 1 SJC;11;108
00434132079;UNID ACOMP PDD;22;108
00434132087;UNID ALTOS VALORES EMP2 2;110;108
00434132090;COORD ENG SOFT TES RT PF II;88;108
00434132106;APJ 6546 SAO JOSE BARREIROS;11;108
00434132107;APJ 3106 PEDRO LEOPOLDO MG;11;108
00434132110;UNID CRED IMOB COML PERSON DIG;209;108
00434132111;UNID ATEND 30H 4;231;108
00434132112;AREA ITAU BMG CONSIGNADO;143;108
00434132114;GER DE ARQUITETURA CLOUD;44;108
00434132124;COORD SUSTENTACAO WINDOWS;286;108
00434132126;COORD PROJETOS TELECOM;33;108
00434132127;COORD SUP VOZ CENTRAIS;88;108
00434132128;COORD TRM / WMS;22;108
00434132129;COORD EFIC MIGRACAO CLOUD;154;108
00434132130;COORD ENG CLOUD PAAS;33;108
00434132131;COORD GESTAO PORT PROJ INFRA;187;108
00434132132;COORD GESTAO PROBLEMAS DE TI;88;108
00434132133;COORD SUP STORAGE BACKUP DISTR;132;108
00434132136;COORD ENGENHARIA END USER;143;108
00434132139;UNID PORTIFOLIO CANAIS;66;108
00434132141;SUP SOLUCOES DE SEGURANCA;99;108
00434132149;GER CICLO DE VIDA CLIENTE II;55;108
00434132152;COORD PROCESSOS FRANQUIA EMP 4;11;108
00434132155;GER DE FECHAMENTO GERENCIAL;110;108
00434132158;UNID MOD COML PORTO ALEGRE;11;108
00434132159;CEL ATD 2N EMPREENDA 2;11;108
00434132160;UNID IET VENDAS 4;11;108
00434132162;UNID ATEND ATACADO CAT 8;11;108
00434132163;UNID MOD FRANQ REG GO CE NORTE;11;108
00434132164;UNID MOD COML APUCARANA;11;108
00434132165;UNID MOD FRANQ PABS REG14.2;11;108
00434132167;UNID MOD FRANQ REG BH 3;22;108
00434132168;UNID MOD FRANQ REG SALV LA FR;11;108
00434132174;APJ 8437 SP NOVA JARDIM JAPAO;33;108
00434132180;GER CALL CENTER;176;108
00434132182;UNID PLANEJ E COMUNICACAO;341;108
00434132183;PRJ EXPANSAO DCIRO;11;108
00434132189;UNID MOD FRANQ REG SOROCABA;11;108
00434132192;UNID MOD FRANQ REG SE AL PI;22;108
00434132193;UNID MOD COML CURITIBA;55;108
00434132194;UNID MOD COML RJ;11;108
00434132195;UNID MOD FRANQ REG CA REG LAGO;11;108
00434132196;UNID MOD FRANQ REG GO CEN ANAP;11;108
00434132201;COORD PIPELINES MOBILE;66;108
00434132202;UNID LIQUIDEZ;11;108
00434132208;GER RO E COMPLIANCE HEM SUL;44;108
00434132209;CEL ATEND SUPORTE TECNICO 2;275;108
00434132211;CEL ATEND SUPORTE TECNICO 4;11;108
00434132212;UNID ATEND SERV DESK EXTERN;11;108
00434132213;GER RO E COMPLIANCE HEM NORTE;33;108
00434132217;UNID PROCON FONE RJ;33;108
00434132218;UNID PROCON FONE RECIFE;11;108
00434132221;UNID PROC PARAM DGA E UIS;33;108
00434132223;PROD VENDAS ATIVOS 2 CAMPINAS;44;108
00434132229;GER CASH MIDDLE 4 GRU;22;108
00434132231;GER CASH MIDDLE 3 CASCAVEL;11;108
00434132233;GER CASH MIDDLE 4 BARUERI;11;108
00434132242;GER DIREC MIDDLE E CORP CUR;22;108
00434132244;PROD VENDAS ATIVOS 6 POA;44;108
00434132246;GER CASH MIDDLE 5 CPS;11;108
00434132249;FILIAL PAG E RECEB SALVADOR TB;22;108
00434132262;PROD VENDAS ATIVOS 2 RIB PRETO;22;108
00434132268;UNID MOD COML PORTO VELHO;11;108
00434132269;GER QUALIDADE CORRETORA;484;108
00434132272;SUP ARQUIT NEGOC E SOLUCOES;275;108
00434132273;COORD ENG VENDAS E GESTAO PARC;33;108
00434132274;CEL GESTAO EXPED DE MALOTES;11;108
00434132278;UNID NOVOS PROC SERVS E PROJ;198;108
00434132279;UNID CONF CENTRALIZADA CHEQUES;143;108
00434132280;UNID PLANEJ FINANC SS;11;108
00434132283;CEL PROJETO FCR;11;108
00434132289;APJ 1640 MARACANAU CE;11;108
00434132293;APJ 3046 JACUTINGA MG;11;108
00434132302;GER EXPERIENCIA DIGITAL;33;108
00434132305;SUP LOCAL PORTFOLIO SOLUTION;44;108
00434132307;GER PORTFOLIO PAGAMENTOS;220;108
00434132309;COORD ENG SOFT TES FRONT I;33;108
00434132310;GER QUAL SIST RISCOS E CAPITAL;99;108
00434132311;COORD PROCESSOS DE TECNOLOGIA;11;108
00434132313;GER GEST PORT TESOURARIA;198;108
00434132314;COORD ENG SOFT TES PROC IV;99;108
